time,year,value,gender,age_group,time_unit
4,2021,23,male, 35-39,weekly
4,2022,25,male, 35-39,weekly
5,2015,33,male, 35-39,weekly
5,2016,30,male, 35-39,weekly
5,2017,41,male, 35-39,weekly
5,2018,40,male, 35-39,weekly
5,2019,34,male, 35-39,weekly
5,2020,28,male, 35-39,weekly
5,2021,35,male, 35-39,weekly
5,2022,25,male, 35-39,weekly
6,2015,32,male, 35-39,weekly
6,2016,27,male, 35-39,weekly
6,2017,28,male, 35-39,weekly
6,2018,32,male, 35-39,weekly
6,2019,30,male, 35-39,weekly
6,2020,30,male, 35-39,weekly
6,2021,29,male, 35-39,weekly
6,2022,27,male, 35-39,weekly
7,2015,27,male, 35-39,weekly
7,2016,35,male, 35-39,weekly
7,2017,24,male, 35-39,weekly
7,2018,26,male, 35-39,weekly
7,2019,30,male, 35-39,weekly
7,2020,32,male, 35-39,weekly
7,2021,32,male, 35-39,weekly
7,2022,33,male, 35-39,weekly
8,2015,34,male, 35-39,weekly
8,2016,20,male, 35-39,weekly
8,2017,34,male, 35-39,weekly
8,2018,31,male, 35-39,weekly
8,2019,35,male, 35-39,weekly
8,2020,22,male, 35-39,weekly
8,2021,14,male, 35-39,weekly
8,2022,20,male, 35-39,weekly
9,2015,39,male, 35-39,weekly
9,2016,35,male, 35-39,weekly
9,2017,24,male, 35-39,weekly
9,2018,31,male, 35-39,weekly
9,2019,36,male, 35-39,weekly
9,2020,29,male, 35-39,weekly
9,2021,18,male, 35-39,weekly
9,2022,21,male, 35-39,weekly
10,2015,31,male, 35-39,weekly
10,2016,25,male, 35-39,weekly
10,2017,35,male, 35-39,weekly
10,2018,34,male, 35-39,weekly
10,2019,34,male, 35-39,weekly
10,2020,27,male, 35-39,weekly
10,2021,41,male, 35-39,weekly
10,2022,27,male, 35-39,weekly
11,2015,36,male, 35-39,weekly
11,2016,29,male, 35-39,weekly
11,2017,28,male, 35-39,weekly
11,2018,39,male, 35-39,weekly
11,2019,27,male, 35-39,weekly
11,2020,19,male, 35-39,weekly
11,2021,27,male, 35-39,weekly
11,2022,29,male, 35-39,weekly
12,2015,22,male, 35-39,weekly
12,2016,28,male, 35-39,weekly
12,2017,32,male, 35-39,weekly
12,2018,30,male, 35-39,weekly
12,2019,34,male, 35-39,weekly
12,2020,26,male, 35-39,weekly
12,2021,35,male, 35-39,weekly
12,2022,27,male, 35-39,weekly
13,2015,22,male, 35-39,weekly
13,2016,33,male, 35-39,weekly
13,2017,23,male, 35-39,weekly
13,2018,20,male, 35-39,weekly
13,2019,28,male, 35-39,weekly
13,2020,29,male, 35-39,weekly
13,2021,32,male, 35-39,weekly
13,2022,15,male, 35-39,weekly
14,2015,22,male, 35-39,weekly
14,2016,27,male, 35-39,weekly
14,2017,31,male, 35-39,weekly
14,2018,31,male, 35-39,weekly
14,2019,28,male, 35-39,weekly
14,2020,18,male, 35-39,weekly
14,2021,25,male, 35-39,weekly
14,2022,14,male, 35-39,weekly
15,2015,26,male, 35-39,weekly
15,2016,43,male, 35-39,weekly
15,2017,30,male, 35-39,weekly
15,2018,32,male, 35-39,weekly
15,2019,24,male, 35-39,weekly
15,2020,18,male, 35-39,weekly
15,2021,35,male, 35-39,weekly
15,2022,5,male, 35-39,weekly
16,2015,39,male, 35-39,weekly
16,2016,31,male, 35-39,weekly
16,2017,36,male, 35-39,weekly
16,2018,27,male, 35-39,weekly
16,2019,34,male, 35-39,weekly
16,2020,10,male, 35-39,weekly
16,2021,45,male, 35-39,weekly
17,2015,27,male, 35-39,weekly
17,2016,33,male, 35-39,weekly
17,2017,22,male, 35-39,weekly
17,2018,34,male, 35-39,weekly
17,2019,33,male, 35-39,weekly
17,2020,15,male, 35-39,weekly
17,2021,60,male, 35-39,weekly
18,2015,32,male, 35-39,weekly
18,2016,35,male, 35-39,weekly
18,2017,33,male, 35-39,weekly
18,2018,28,male, 35-39,weekly
18,2019,39,male, 35-39,weekly
18,2020,11,male, 35-39,weekly
18,2021,88,male, 35-39,weekly
19,2015,26,male, 35-39,weekly
19,2016,23,male, 35-39,weekly
19,2017,29,male, 35-39,weekly
19,2018,41,male, 35-39,weekly
19,2019,42,male, 35-39,weekly
19,2020,13,male, 35-39,weekly
19,2021,100,male, 35-39,weekly
20,2015,32,male, 35-39,weekly
20,2016,29,male, 35-39,weekly
20,2017,35,male, 35-39,weekly
20,2018,33,male, 35-39,weekly
20,2019,40,male, 35-39,weekly
20,2020,13,male, 35-39,weekly
20,2021,100,male, 35-39,weekly
21,2015,54,male, 35-39,weekly
21,2016,42,male, 35-39,weekly
21,2017,27,male, 35-39,weekly
21,2018,23,male, 35-39,weekly
21,2019,38,male, 35-39,weekly
21,2020,31,male, 35-39,weekly
21,2021,99,male, 35-39,weekly
22,2015,26,male, 35-39,weekly
22,2016,45,male, 35-39,weekly
22,2017,37,male, 35-39,weekly
22,2018,36,male, 35-39,weekly
22,2019,36,male, 35-39,weekly
22,2020,34,male, 35-39,weekly
22,2021,60,male, 35-39,weekly
23,2015,29,male, 35-39,weekly
23,2016,30,male, 35-39,weekly
23,2017,24,male, 35-39,weekly
23,2018,40,male, 35-39,weekly
23,2019,48,male, 35-39,weekly
23,2020,32,male, 35-39,weekly
23,2021,55,male, 35-39,weekly
24,2015,29,male, 35-39,weekly
24,2016,30,male, 35-39,weekly
24,2017,35,male, 35-39,weekly
24,2018,34,male, 35-39,weekly
24,2019,32,male, 35-39,weekly
24,2020,36,male, 35-39,weekly
24,2021,41,male, 35-39,weekly
25,2015,28,male, 35-39,weekly
25,2016,36,male, 35-39,weekly
25,2017,23,male, 35-39,weekly
25,2018,28,male, 35-39,weekly
25,2019,36,male, 35-39,weekly
25,2020,19,male, 35-39,weekly
25,2021,42,male, 35-39,weekly
26,2015,30,male, 35-39,weekly
26,2016,31,male, 35-39,weekly
26,2017,23,male, 35-39,weekly
26,2018,31,male, 35-39,weekly
26,2019,22,male, 35-39,weekly
26,2020,16,male, 35-39,weekly
26,2021,26,male, 35-39,weekly
27,2015,35,male, 35-39,weekly
27,2016,26,male, 35-39,weekly
27,2017,19,male, 35-39,weekly
27,2018,25,male, 35-39,weekly
27,2019,32,male, 35-39,weekly
27,2020,32,male, 35-39,weekly
27,2021,35,male, 35-39,weekly
28,2015,30,male, 35-39,weekly
28,2016,29,male, 35-39,weekly
28,2017,34,male, 35-39,weekly
28,2018,43,male, 35-39,weekly
28,2019,35,male, 35-39,weekly
28,2020,22,male, 35-39,weekly
28,2021,23,male, 35-39,weekly
29,2015,27,male, 35-39,weekly
29,2016,25,male, 35-39,weekly
29,2017,36,male, 35-39,weekly
29,2018,29,male, 35-39,weekly
29,2019,34,male, 35-39,weekly
29,2020,22,male, 35-39,weekly
29,2021,19,male, 35-39,weekly
30,2015,29,male, 35-39,weekly
30,2016,35,male, 35-39,weekly
30,2017,29,male, 35-39,weekly
30,2018,35,male, 35-39,weekly
30,2019,27,male, 35-39,weekly
30,2020,33,male, 35-39,weekly
30,2021,24,male, 35-39,weekly
31,2015,26,male, 35-39,weekly
31,2016,33,male, 35-39,weekly
31,2017,33,male, 35-39,weekly
31,2018,41,male, 35-39,weekly
31,2019,36,male, 35-39,weekly
31,2020,26,male, 35-39,weekly
31,2021,38,male, 35-39,weekly
32,2015,33,male, 35-39,weekly
32,2016,27,male, 35-39,weekly
32,2017,36,male, 35-39,weekly
32,2018,28,male, 35-39,weekly
32,2019,36,male, 35-39,weekly
32,2020,23,male, 35-39,weekly
32,2021,37,male, 35-39,weekly
33,2015,21,male, 35-39,weekly
33,2016,25,male, 35-39,weekly
33,2017,28,male, 35-39,weekly
33,2018,31,male, 35-39,weekly
33,2019,30,male, 35-39,weekly
33,2020,38,male, 35-39,weekly
33,2021,26,male, 35-39,weekly
34,2015,23,male, 35-39,weekly
34,2016,30,male, 35-39,weekly
34,2017,35,male, 35-39,weekly
34,2018,35,male, 35-39,weekly
34,2019,23,male, 35-39,weekly
34,2020,36,male, 35-39,weekly
34,2021,40,male, 35-39,weekly
35,2015,24,male, 35-39,weekly
35,2016,25,male, 35-39,weekly
35,2017,26,male, 35-39,weekly
35,2018,27,male, 35-39,weekly
35,2019,36,male, 35-39,weekly
35,2020,34,male, 35-39,weekly
35,2021,34,male, 35-39,weekly
36,2015,34,male, 35-39,weekly
36,2016,26,male, 35-39,weekly
36,2017,27,male, 35-39,weekly
36,2018,21,male, 35-39,weekly
36,2019,27,male, 35-39,weekly
36,2020,33,male, 35-39,weekly
36,2021,34,male, 35-39,weekly
37,2015,36,male, 35-39,weekly
37,2016,33,male, 35-39,weekly
37,2017,25,male, 35-39,weekly
37,2018,28,male, 35-39,weekly
37,2019,36,male, 35-39,weekly
37,2020,29,male, 35-39,weekly
37,2021,38,male, 35-39,weekly
38,2015,32,male, 35-39,weekly
38,2016,44,male, 35-39,weekly
38,2017,34,male, 35-39,weekly
38,2018,27,male, 35-39,weekly
38,2019,39,male, 35-39,weekly
38,2020,37,male, 35-39,weekly
38,2021,26,male, 35-39,weekly
39,2015,29,male, 35-39,weekly
39,2016,40,male, 35-39,weekly
39,2017,40,male, 35-39,weekly
39,2018,27,male, 35-39,weekly
39,2019,29,male, 35-39,weekly
39,2020,43,male, 35-39,weekly
39,2021,31,male, 35-39,weekly
40,2015,25,male, 35-39,weekly
40,2016,36,male, 35-39,weekly
40,2017,31,male, 35-39,weekly
40,2018,30,male, 35-39,weekly
40,2019,38,male, 35-39,weekly
40,2020,26,male, 35-39,weekly
40,2021,28,male, 35-39,weekly
41,2015,33,male, 35-39,weekly
41,2016,30,male, 35-39,weekly
41,2017,42,male, 35-39,weekly
41,2018,33,male, 35-39,weekly
41,2019,35,male, 35-39,weekly
41,2020,38,male, 35-39,weekly
41,2021,23,male, 35-39,weekly
42,2015,32,male, 35-39,weekly
42,2016,26,male, 35-39,weekly
42,2017,30,male, 35-39,weekly
42,2018,27,male, 35-39,weekly
42,2019,37,male, 35-39,weekly
42,2020,27,male, 35-39,weekly
42,2021,29,male, 35-39,weekly
43,2015,37,male, 35-39,weekly
43,2016,32,male, 35-39,weekly
43,2017,45,male, 35-39,weekly
43,2018,29,male, 35-39,weekly
43,2019,28,male, 35-39,weekly
43,2020,28,male, 35-39,weekly
43,2021,24,male, 35-39,weekly
44,2015,34,male, 35-39,weekly
44,2016,25,male, 35-39,weekly
44,2017,19,male, 35-39,weekly
44,2018,35,male, 35-39,weekly
44,2019,41,male, 35-39,weekly
44,2020,32,male, 35-39,weekly
44,2021,27,male, 35-39,weekly
45,2015,29,male, 35-39,weekly
45,2016,22,male, 35-39,weekly
45,2017,25,male, 35-39,weekly
45,2018,38,male, 35-39,weekly
45,2019,32,male, 35-39,weekly
45,2020,28,male, 35-39,weekly
45,2021,34,male, 35-39,weekly
46,2015,34,male, 35-39,weekly
46,2016,42,male, 35-39,weekly
46,2017,26,male, 35-39,weekly
46,2018,37,male, 35-39,weekly
46,2019,34,male, 35-39,weekly
46,2020,29,male, 35-39,weekly
46,2021,40,male, 35-39,weekly
47,2015,30,male, 35-39,weekly
47,2016,31,male, 35-39,weekly
47,2017,32,male, 35-39,weekly
47,2018,35,male, 35-39,weekly
47,2019,39,male, 35-39,weekly
47,2020,31,male, 35-39,weekly
47,2021,31,male, 35-39,weekly
48,2015,44,male, 35-39,weekly
48,2016,29,male, 35-39,weekly
48,2017,31,male, 35-39,weekly
48,2018,38,male, 35-39,weekly
48,2019,32,male, 35-39,weekly
48,2020,18,male, 35-39,weekly
48,2021,39,male, 35-39,weekly
49,2015,43,male, 35-39,weekly
49,2016,33,male, 35-39,weekly
49,2017,30,male, 35-39,weekly
49,2018,35,male, 35-39,weekly
49,2019,28,male, 35-39,weekly
49,2020,28,male, 35-39,weekly
49,2021,24,male, 35-39,weekly
50,2015,23,male, 35-39,weekly
50,2016,37,male, 35-39,weekly
50,2017,25,male, 35-39,weekly
50,2018,29,male, 35-39,weekly
50,2019,33,male, 35-39,weekly
50,2020,22,male, 35-39,weekly
50,2021,33,male, 35-39,weekly
51,2015,34,male, 35-39,weekly
51,2016,27,male, 35-39,weekly
51,2017,31,male, 35-39,weekly
51,2018,34,male, 35-39,weekly
51,2019,33,male, 35-39,weekly
51,2020,37,male, 35-39,weekly
51,2021,21,male, 35-39,weekly
52,2015,28,male, 35-39,weekly
52,2016,32,male, 35-39,weekly
52,2017,24,male, 35-39,weekly
52,2018,18,male, 35-39,weekly
52,2019,21,male, 35-39,weekly
52,2020,19,male, 35-39,weekly
52,2021,39,male, 35-39,weekly
53,2015,6,male, 35-39,weekly
53,2016,11,male, 35-39,weekly
53,2017,6,male, 35-39,weekly
53,2018,5,male, 35-39,weekly
53,2019,7,male, 35-39,weekly
53,2020,7,male, 35-39,weekly
53,2021,3,male, 35-39,weekly
1,2015,43,male, 40-44,weekly
1,2016,54,male, 40-44,weekly
1,2017,32,male, 40-44,weekly
1,2018,41,male, 40-44,weekly
1,2019,35,male, 40-44,weekly
1,2020,48,male, 40-44,weekly
1,2021,54,male, 40-44,weekly
1,2022,40,male, 40-44,weekly
2,2015,38,male, 40-44,weekly
2,2016,36,male, 40-44,weekly
2,2017,41,male, 40-44,weekly
2,2018,44,male, 40-44,weekly
2,2019,36,male, 40-44,weekly
2,2020,38,male, 40-44,weekly
2,2021,38,male, 40-44,weekly
2,2022,40,male, 40-44,weekly
3,2015,31,male, 40-44,weekly
3,2016,40,male, 40-44,weekly
3,2017,43,male, 40-44,weekly
3,2018,45,male, 40-44,weekly
3,2019,43,male, 40-44,weekly
3,2020,55,male, 40-44,weekly
3,2021,37,male, 40-44,weekly
3,2022,37,male, 40-44,weekly
4,2015,33,male, 40-44,weekly
4,2016,50,male, 40-44,weekly
4,2017,43,male, 40-44,weekly
4,2018,29,male, 40-44,weekly
4,2019,55,male, 40-44,weekly
4,2020,39,male, 40-44,weekly
4,2021,44,male, 40-44,weekly
4,2022,43,male, 40-44,weekly
5,2015,32,male, 40-44,weekly
5,2016,38,male, 40-44,weekly
5,2017,42,male, 40-44,weekly
5,2018,34,male, 40-44,weekly
5,2019,39,male, 40-44,weekly
5,2020,33,male, 40-44,weekly
5,2021,24,male, 40-44,weekly
5,2022,39,male, 40-44,weekly
6,2015,40,male, 40-44,weekly
6,2016,37,male, 40-44,weekly
6,2017,37,male, 40-44,weekly
6,2018,39,male, 40-44,weekly
6,2019,33,male, 40-44,weekly
6,2020,52,male, 40-44,weekly
6,2021,46,male, 40-44,weekly
6,2022,41,male, 40-44,weekly
7,2015,46,male, 40-44,weekly
7,2016,46,male, 40-44,weekly
7,2017,44,male, 40-44,weekly
7,2018,38,male, 40-44,weekly
7,2019,44,male, 40-44,weekly
7,2020,34,male, 40-44,weekly
7,2021,44,male, 40-44,weekly
7,2022,33,male, 40-44,weekly
8,2015,44,male, 40-44,weekly
8,2016,41,male, 40-44,weekly
8,2017,25,male, 40-44,weekly
8,2018,30,male, 40-44,weekly
8,2019,35,male, 40-44,weekly
8,2020,38,male, 40-44,weekly
8,2021,39,male, 40-44,weekly
8,2022,29,male, 40-44,weekly
9,2015,36,male, 40-44,weekly
9,2016,29,male, 40-44,weekly
9,2017,41,male, 40-44,weekly
9,2018,37,male, 40-44,weekly
9,2019,42,male, 40-44,weekly
9,2020,29,male, 40-44,weekly
9,2021,41,male, 40-44,weekly
9,2022,34,male, 40-44,weekly
10,2015,34,male, 40-44,weekly
10,2016,39,male, 40-44,weekly
10,2017,37,male, 40-44,weekly
10,2018,44,male, 40-44,weekly
10,2019,36,male, 40-44,weekly
10,2020,45,male, 40-44,weekly
10,2021,46,male, 40-44,weekly
10,2022,36,male, 40-44,weekly
11,2015,27,male, 40-44,weekly
11,2016,54,male, 40-44,weekly
11,2017,37,male, 40-44,weekly
11,2018,37,male, 40-44,weekly
11,2019,44,male, 40-44,weekly
11,2020,35,male, 40-44,weekly
11,2021,36,male, 40-44,weekly
11,2022,40,male, 40-44,weekly
12,2015,31,male, 40-44,weekly
12,2016,29,male, 40-44,weekly
12,2017,37,male, 40-44,weekly
12,2018,38,male, 40-44,weekly
12,2019,41,male, 40-44,weekly
12,2020,30,male, 40-44,weekly
12,2021,39,male, 40-44,weekly
12,2022,29,male, 40-44,weekly
13,2015,32,male, 40-44,weekly
13,2016,36,male, 40-44,weekly
13,2017,40,male, 40-44,weekly
13,2018,20,male, 40-44,weekly
13,2019,37,male, 40-44,weekly
13,2020,29,male, 40-44,weekly
13,2021,39,male, 40-44,weekly
13,2022,19,male, 40-44,weekly
14,2015,48,male, 40-44,weekly
14,2016,54,male, 40-44,weekly
14,2017,36,male, 40-44,weekly
14,2018,28,male, 40-44,weekly
14,2019,26,male, 40-44,weekly
14,2020,31,male, 40-44,weekly
14,2021,38,male, 40-44,weekly
14,2022,15,male, 40-44,weekly
15,2015,34,male, 40-44,weekly
15,2016,43,male, 40-44,weekly
15,2017,28,male, 40-44,weekly
15,2018,29,male, 40-44,weekly
15,2019,43,male, 40-44,weekly
15,2020,22,male, 40-44,weekly
15,2021,42,male, 40-44,weekly
15,2022,6,male, 40-44,weekly
16,2015,35,male, 40-44,weekly
16,2016,39,male, 40-44,weekly
16,2017,34,male, 40-44,weekly
16,2018,26,male, 40-44,weekly
16,2019,34,male, 40-44,weekly
16,2020,26,male, 40-44,weekly
16,2021,62,male, 40-44,weekly
17,2015,36,male, 40-44,weekly
17,2016,38,male, 40-44,weekly
17,2017,33,male, 40-44,weekly
17,2018,30,male, 40-44,weekly
17,2019,31,male, 40-44,weekly
17,2020,16,male, 40-44,weekly
17,2021,85,male, 40-44,weekly
18,2015,37,male, 40-44,weekly
18,2016,41,male, 40-44,weekly
18,2017,22,male, 40-44,weekly
18,2018,33,male, 40-44,weekly
18,2019,51,male, 40-44,weekly
18,2020,20,male, 40-44,weekly
18,2021,126,male, 40-44,weekly
19,2015,39,male, 40-44,weekly
19,2016,40,male, 40-44,weekly
19,2017,33,male, 40-44,weekly
19,2018,43,male, 40-44,weekly
19,2019,38,male, 40-44,weekly
19,2020,29,male, 40-44,weekly
19,2021,134,male, 40-44,weekly
20,2015,41,male, 40-44,weekly
20,2016,42,male, 40-44,weekly
20,2017,41,male, 40-44,weekly
20,2018,39,male, 40-44,weekly
20,2019,35,male, 40-44,weekly
20,2020,28,male, 40-44,weekly
20,2021,149,male, 40-44,weekly
21,2015,32,male, 40-44,weekly
21,2016,50,male, 40-44,weekly
21,2017,44,male, 40-44,weekly
21,2018,33,male, 40-44,weekly
21,2019,30,male, 40-44,weekly
21,2020,49,male, 40-44,weekly
21,2021,133,male, 40-44,weekly
22,2015,39,male, 40-44,weekly
22,2016,32,male, 40-44,weekly
22,2017,37,male, 40-44,weekly
22,2018,39,male, 40-44,weekly
22,2019,32,male, 40-44,weekly
22,2020,40,male, 40-44,weekly
22,2021,76,male, 40-44,weekly
23,2015,50,male, 40-44,weekly
23,2016,44,male, 40-44,weekly
23,2017,40,male, 40-44,weekly
23,2018,34,male, 40-44,weekly
23,2019,42,male, 40-44,weekly
23,2020,40,male, 40-44,weekly
23,2021,58,male, 40-44,weekly
24,2015,35,male, 40-44,weekly
24,2016,42,male, 40-44,weekly
24,2017,46,male, 40-44,weekly
24,2018,40,male, 40-44,weekly
24,2019,45,male, 40-44,weekly
24,2020,60,male, 40-44,weekly
24,2021,51,male, 40-44,weekly
25,2015,36,male, 40-44,weekly
25,2016,40,male, 40-44,weekly
25,2017,27,male, 40-44,weekly
25,2018,45,male, 40-44,weekly
25,2019,36,male, 40-44,weekly
25,2020,34,male, 40-44,weekly
25,2021,51,male, 40-44,weekly
26,2015,43,male, 40-44,weekly
26,2016,34,male, 40-44,weekly
26,2017,29,male, 40-44,weekly
26,2018,29,male, 40-44,weekly
26,2019,38,male, 40-44,weekly
26,2020,40,male, 40-44,weekly
26,2021,51,male, 40-44,weekly
27,2015,35,male, 40-44,weekly
27,2016,32,male, 40-44,weekly
27,2017,42,male, 40-44,weekly
27,2018,28,male, 40-44,weekly
27,2019,31,male, 40-44,weekly
27,2020,38,male, 40-44,weekly
27,2021,33,male, 40-44,weekly
28,2015,43,male, 40-44,weekly
28,2016,35,male, 40-44,weekly
28,2017,30,male, 40-44,weekly
28,2018,36,male, 40-44,weekly
28,2019,36,male, 40-44,weekly
28,2020,26,male, 40-44,weekly
28,2021,47,male, 40-44,weekly
29,2015,35,male, 40-44,weekly
29,2016,33,male, 40-44,weekly
29,2017,28,male, 40-44,weekly
29,2018,40,male, 40-44,weekly
29,2019,42,male, 40-44,weekly
29,2020,36,male, 40-44,weekly
29,2021,33,male, 40-44,weekly
30,2015,39,male, 40-44,weekly
30,2016,41,male, 40-44,weekly
30,2017,41,male, 40-44,weekly
30,2018,42,male, 40-44,weekly
30,2019,33,male, 40-44,weekly
30,2020,36,male, 40-44,weekly
30,2021,38,male, 40-44,weekly
31,2015,39,male, 40-44,weekly
31,2016,32,male, 40-44,weekly
31,2017,32,male, 40-44,weekly
31,2018,30,male, 40-44,weekly
31,2019,28,male, 40-44,weekly
31,2020,37,male, 40-44,weekly
31,2021,34,male, 40-44,weekly
32,2015,39,male, 40-44,weekly
32,2016,37,male, 40-44,weekly
32,2017,43,male, 40-44,weekly
32,2018,34,male, 40-44,weekly
32,2019,42,male, 40-44,weekly
32,2020,43,male, 40-44,weekly
32,2021,26,male, 40-44,weekly
33,2015,44,male, 40-44,weekly
33,2016,36,male, 40-44,weekly
33,2017,36,male, 40-44,weekly
33,2018,38,male, 40-44,weekly
33,2019,34,male, 40-44,weekly
33,2020,37,male, 40-44,weekly
33,2021,26,male, 40-44,weekly
34,2015,39,male, 40-44,weekly
34,2016,40,male, 40-44,weekly
34,2017,41,male, 40-44,weekly
34,2018,28,male, 40-44,weekly
34,2019,44,male, 40-44,weekly
34,2020,41,male, 40-44,weekly
34,2021,43,male, 40-44,weekly
35,2015,37,male, 40-44,weekly
35,2016,55,male, 40-44,weekly
35,2017,48,male, 40-44,weekly
35,2018,24,male, 40-44,weekly
35,2019,38,male, 40-44,weekly
35,2020,36,male, 40-44,weekly
35,2021,37,male, 40-44,weekly
36,2015,43,male, 40-44,weekly
36,2016,42,male, 40-44,weekly
36,2017,51,male, 40-44,weekly
36,2018,29,male, 40-44,weekly
36,2019,41,male, 40-44,weekly
36,2020,48,male, 40-44,weekly
36,2021,29,male, 40-44,weekly
37,2015,53,male, 40-44,weekly
37,2016,36,male, 40-44,weekly
37,2017,39,male, 40-44,weekly
37,2018,35,male, 40-44,weekly
37,2019,40,male, 40-44,weekly
37,2020,53,male, 40-44,weekly
37,2021,51,male, 40-44,weekly
38,2015,36,male, 40-44,weekly
38,2016,33,male, 40-44,weekly
38,2017,27,male, 40-44,weekly
38,2018,46,male, 40-44,weekly
38,2019,31,male, 40-44,weekly
38,2020,42,male, 40-44,weekly
38,2021,40,male, 40-44,weekly
39,2015,44,male, 40-44,weekly
39,2016,42,male, 40-44,weekly
39,2017,36,male, 40-44,weekly
39,2018,29,male, 40-44,weekly
39,2019,48,male, 40-44,weekly
39,2020,43,male, 40-44,weekly
39,2021,42,male, 40-44,weekly
40,2015,28,male, 40-44,weekly
40,2016,37,male, 40-44,weekly
40,2017,36,male, 40-44,weekly
40,2018,33,male, 40-44,weekly
40,2019,35,male, 40-44,weekly
40,2020,39,male, 40-44,weekly
40,2021,39,male, 40-44,weekly
41,2015,44,male, 40-44,weekly
41,2016,23,male, 40-44,weekly
41,2017,39,male, 40-44,weekly
41,2018,36,male, 40-44,weekly
41,2019,35,male, 40-44,weekly
41,2020,35,male, 40-44,weekly
41,2021,36,male, 40-44,weekly
42,2015,39,male, 40-44,weekly
42,2016,31,male, 40-44,weekly
42,2017,37,male, 40-44,weekly
42,2018,45,male, 40-44,weekly
42,2019,44,male, 40-44,weekly
42,2020,53,male, 40-44,weekly
42,2021,45,male, 40-44,weekly
43,2015,40,male, 40-44,weekly
43,2016,48,male, 40-44,weekly
43,2017,45,male, 40-44,weekly
43,2018,23,male, 40-44,weekly
43,2019,32,male, 40-44,weekly
43,2020,45,male, 40-44,weekly
43,2021,34,male, 40-44,weekly
44,2015,39,male, 40-44,weekly
44,2016,35,male, 40-44,weekly
44,2017,38,male, 40-44,weekly
44,2018,42,male, 40-44,weekly
44,2019,49,male, 40-44,weekly
44,2020,43,male, 40-44,weekly
44,2021,39,male, 40-44,weekly
45,2015,44,male, 40-44,weekly
45,2016,37,male, 40-44,weekly
45,2017,41,male, 40-44,weekly
45,2018,41,male, 40-44,weekly
45,2019,36,male, 40-44,weekly
45,2020,37,male, 40-44,weekly
45,2021,47,male, 40-44,weekly
46,2015,48,male, 40-44,weekly
46,2016,30,male, 40-44,weekly
46,2017,52,male, 40-44,weekly
46,2018,42,male, 40-44,weekly
46,2019,43,male, 40-44,weekly
46,2020,36,male, 40-44,weekly
46,2021,41,male, 40-44,weekly
47,2015,36,male, 40-44,weekly
47,2016,29,male, 40-44,weekly
47,2017,55,male, 40-44,weekly
47,2018,41,male, 40-44,weekly
47,2019,37,male, 40-44,weekly
47,2020,40,male, 40-44,weekly
47,2021,43,male, 40-44,weekly
48,2015,35,male, 40-44,weekly
48,2016,36,male, 40-44,weekly
48,2017,49,male, 40-44,weekly
48,2018,23,male, 40-44,weekly
48,2019,41,male, 40-44,weekly
48,2020,36,male, 40-44,weekly
48,2021,41,male, 40-44,weekly
49,2015,52,male, 40-44,weekly
49,2016,34,male, 40-44,weekly
49,2017,32,male, 40-44,weekly
49,2018,26,male, 40-44,weekly
49,2019,36,male, 40-44,weekly
49,2020,47,male, 40-44,weekly
49,2021,35,male, 40-44,weekly
50,2015,35,male, 40-44,weekly
50,2016,43,male, 40-44,weekly
50,2017,43,male, 40-44,weekly
50,2018,44,male, 40-44,weekly
50,2019,41,male, 40-44,weekly
50,2020,31,male, 40-44,weekly
50,2021,55,male, 40-44,weekly
51,2015,47,male, 40-44,weekly
51,2016,37,male, 40-44,weekly
51,2017,32,male, 40-44,weekly
51,2018,38,male, 40-44,weekly
51,2019,34,male, 40-44,weekly
51,2020,45,male, 40-44,weekly
51,2021,26,male, 40-44,weekly
52,2015,43,male, 40-44,weekly
52,2016,39,male, 40-44,weekly
52,2017,34,male, 40-44,weekly
52,2018,45,male, 40-44,weekly
52,2019,34,male, 40-44,weekly
52,2020,44,male, 40-44,weekly
52,2021,34,male, 40-44,weekly
53,2015,7,male, 40-44,weekly
53,2016,11,male, 40-44,weekly
53,2017,6,male, 40-44,weekly
53,2018,2,male, 40-44,weekly
53,2019,7,male, 40-44,weekly
53,2020,16,male, 40-44,weekly
53,2021,2,male, 40-44,weekly
1,2015,57,male, 45-49,weekly
1,2016,56,male, 45-49,weekly
1,2017,57,male, 45-49,weekly
1,2018,45,male, 45-49,weekly
1,2019,47,male, 45-49,weekly
1,2020,61,male, 45-49,weekly
1,2021,54,male, 45-49,weekly
1,2022,62,male, 45-49,weekly
2,2015,53,male, 45-49,weekly
2,2016,50,male, 45-49,weekly
2,2017,69,male, 45-49,weekly
2,2018,53,male, 45-49,weekly
2,2019,54,male, 45-49,weekly
2,2020,53,male, 45-49,weekly
2,2021,50,male, 45-49,weekly
2,2022,56,male, 45-49,weekly
3,2015,48,male, 45-49,weekly
3,2016,61,male, 45-49,weekly
3,2017,54,male, 45-49,weekly
3,2018,71,male, 45-49,weekly
3,2019,54,male, 45-49,weekly
3,2020,46,male, 45-49,weekly
3,2021,61,male, 45-49,weekly
3,2022,52,male, 45-49,weekly
4,2015,50,male, 45-49,weekly
4,2016,61,male, 45-49,weekly
4,2017,56,male, 45-49,weekly
4,2018,34,male, 45-49,weekly
4,2019,59,male, 45-49,weekly
4,2020,67,male, 45-49,weekly
4,2021,54,male, 45-49,weekly
4,2022,52,male, 45-49,weekly
5,2015,49,male, 45-49,weekly
5,2016,37,male, 45-49,weekly
