time,year,value,gender,age_group,time_unit
39,2016,4,female, 30-34,weekly
39,2017,8,female, 30-34,weekly
39,2018,12,female, 30-34,weekly
39,2019,12,female, 30-34,weekly
39,2020,11,female, 30-34,weekly
39,2021,9,female, 30-34,weekly
40,2015,11,female, 30-34,weekly
40,2016,9,female, 30-34,weekly
40,2017,13,female, 30-34,weekly
40,2018,10,female, 30-34,weekly
40,2019,9,female, 30-34,weekly
40,2020,7,female, 30-34,weekly
40,2021,6,female, 30-34,weekly
41,2015,10,female, 30-34,weekly
41,2016,7,female, 30-34,weekly
41,2017,11,female, 30-34,weekly
41,2018,5,female, 30-34,weekly
41,2019,8,female, 30-34,weekly
41,2020,10,female, 30-34,weekly
41,2021,6,female, 30-34,weekly
42,2015,11,female, 30-34,weekly
42,2016,6,female, 30-34,weekly
42,2017,10,female, 30-34,weekly
42,2018,9,female, 30-34,weekly
42,2019,13,female, 30-34,weekly
42,2020,4,female, 30-34,weekly
42,2021,8,female, 30-34,weekly
43,2015,13,female, 30-34,weekly
43,2016,7,female, 30-34,weekly
43,2017,11,female, 30-34,weekly
43,2018,11,female, 30-34,weekly
43,2019,18,female, 30-34,weekly
43,2020,9,female, 30-34,weekly
43,2021,14,female, 30-34,weekly
44,2015,7,female, 30-34,weekly
44,2016,11,female, 30-34,weekly
44,2017,10,female, 30-34,weekly
44,2018,13,female, 30-34,weekly
44,2019,7,female, 30-34,weekly
44,2020,9,female, 30-34,weekly
44,2021,5,female, 30-34,weekly
45,2015,11,female, 30-34,weekly
45,2016,12,female, 30-34,weekly
45,2017,8,female, 30-34,weekly
45,2018,12,female, 30-34,weekly
45,2019,14,female, 30-34,weekly
45,2020,8,female, 30-34,weekly
45,2021,7,female, 30-34,weekly
46,2015,6,female, 30-34,weekly
46,2016,8,female, 30-34,weekly
46,2017,14,female, 30-34,weekly
46,2018,9,female, 30-34,weekly
46,2019,9,female, 30-34,weekly
46,2020,4,female, 30-34,weekly
46,2021,9,female, 30-34,weekly
47,2015,6,female, 30-34,weekly
47,2016,4,female, 30-34,weekly
47,2017,10,female, 30-34,weekly
47,2018,9,female, 30-34,weekly
47,2019,4,female, 30-34,weekly
47,2020,5,female, 30-34,weekly
47,2021,12,female, 30-34,weekly
48,2015,13,female, 30-34,weekly
48,2016,5,female, 30-34,weekly
48,2017,7,female, 30-34,weekly
48,2018,9,female, 30-34,weekly
48,2019,14,female, 30-34,weekly
48,2020,7,female, 30-34,weekly
48,2021,6,female, 30-34,weekly
49,2015,12,female, 30-34,weekly
49,2016,13,female, 30-34,weekly
49,2017,10,female, 30-34,weekly
49,2018,11,female, 30-34,weekly
49,2019,9,female, 30-34,weekly
49,2020,3,female, 30-34,weekly
49,2021,9,female, 30-34,weekly
50,2015,8,female, 30-34,weekly
50,2016,9,female, 30-34,weekly
50,2017,9,female, 30-34,weekly
50,2018,8,female, 30-34,weekly
50,2019,5,female, 30-34,weekly
50,2020,10,female, 30-34,weekly
50,2021,7,female, 30-34,weekly
51,2015,10,female, 30-34,weekly
51,2016,7,female, 30-34,weekly
51,2017,13,female, 30-34,weekly
51,2018,5,female, 30-34,weekly
51,2019,6,female, 30-34,weekly
51,2020,10,female, 30-34,weekly
51,2021,1,female, 30-34,weekly
52,2015,5,female, 30-34,weekly
52,2016,10,female, 30-34,weekly
52,2017,7,female, 30-34,weekly
52,2018,8,female, 30-34,weekly
52,2019,12,female, 30-34,weekly
52,2020,10,female, 30-34,weekly
52,2021,6,female, 30-34,weekly
53,2015,1,female, 30-34,weekly
53,2016,8,female, 30-34,weekly
53,2017,1,female, 30-34,weekly
53,2018,1,female, 30-34,weekly
53,2019,2,female, 30-34,weekly
53,2020,2,female, 30-34,weekly
53,2021,2,female, 30-34,weekly
1,2015,9,female, 35-39,weekly
1,2016,7,female, 35-39,weekly
1,2017,13,female, 35-39,weekly
1,2018,9,female, 35-39,weekly
1,2019,16,female, 35-39,weekly
1,2020,12,female, 35-39,weekly
1,2021,12,female, 35-39,weekly
1,2022,12,female, 35-39,weekly
2,2015,19,female, 35-39,weekly
2,2016,10,female, 35-39,weekly
2,2017,12,female, 35-39,weekly
2,2018,8,female, 35-39,weekly
2,2019,10,female, 35-39,weekly
2,2020,10,female, 35-39,weekly
2,2021,8,female, 35-39,weekly
2,2022,6,female, 35-39,weekly
3,2015,13,female, 35-39,weekly
3,2016,24,female, 35-39,weekly
3,2017,12,female, 35-39,weekly
3,2018,7,female, 35-39,weekly
3,2019,10,female, 35-39,weekly
3,2020,12,female, 35-39,weekly
3,2021,14,female, 35-39,weekly
3,2022,8,female, 35-39,weekly
4,2015,17,female, 35-39,weekly
4,2016,9,female, 35-39,weekly
4,2017,15,female, 35-39,weekly
4,2018,15,female, 35-39,weekly
4,2019,16,female, 35-39,weekly
4,2020,9,female, 35-39,weekly
4,2021,13,female, 35-39,weekly
4,2022,16,female, 35-39,weekly
5,2015,20,female, 35-39,weekly
5,2016,9,female, 35-39,weekly
5,2017,10,female, 35-39,weekly
5,2018,10,female, 35-39,weekly
5,2019,13,female, 35-39,weekly
5,2020,6,female, 35-39,weekly
5,2021,19,female, 35-39,weekly
5,2022,13,female, 35-39,weekly
6,2015,14,female, 35-39,weekly
6,2016,11,female, 35-39,weekly
6,2017,15,female, 35-39,weekly
6,2018,27,female, 35-39,weekly
6,2019,14,female, 35-39,weekly
6,2020,11,female, 35-39,weekly
6,2021,9,female, 35-39,weekly
6,2022,19,female, 35-39,weekly
7,2015,14,female, 35-39,weekly
7,2016,15,female, 35-39,weekly
7,2017,14,female, 35-39,weekly
7,2018,9,female, 35-39,weekly
7,2019,9,female, 35-39,weekly
7,2020,16,female, 35-39,weekly
7,2021,9,female, 35-39,weekly
7,2022,8,female, 35-39,weekly
8,2015,14,female, 35-39,weekly
8,2016,11,female, 35-39,weekly
8,2017,9,female, 35-39,weekly
8,2018,11,female, 35-39,weekly
8,2019,19,female, 35-39,weekly
8,2020,8,female, 35-39,weekly
8,2021,14,female, 35-39,weekly
8,2022,13,female, 35-39,weekly
9,2015,16,female, 35-39,weekly
9,2016,9,female, 35-39,weekly
9,2017,10,female, 35-39,weekly
9,2018,9,female, 35-39,weekly
9,2019,11,female, 35-39,weekly
9,2020,18,female, 35-39,weekly
9,2021,12,female, 35-39,weekly
9,2022,9,female, 35-39,weekly
10,2015,15,female, 35-39,weekly
10,2016,10,female, 35-39,weekly
10,2017,10,female, 35-39,weekly
10,2018,19,female, 35-39,weekly
10,2019,15,female, 35-39,weekly
10,2020,12,female, 35-39,weekly
10,2021,8,female, 35-39,weekly
10,2022,15,female, 35-39,weekly
11,2015,7,female, 35-39,weekly
11,2016,7,female, 35-39,weekly
11,2017,12,female, 35-39,weekly
11,2018,13,female, 35-39,weekly
11,2019,11,female, 35-39,weekly
11,2020,17,female, 35-39,weekly
11,2021,7,female, 35-39,weekly
11,2022,10,female, 35-39,weekly
12,2015,11,female, 35-39,weekly
12,2016,13,female, 35-39,weekly
12,2017,14,female, 35-39,weekly
12,2018,14,female, 35-39,weekly
12,2019,5,female, 35-39,weekly
12,2020,8,female, 35-39,weekly
12,2021,13,female, 35-39,weekly
12,2022,7,female, 35-39,weekly
13,2015,19,female, 35-39,weekly
13,2016,12,female, 35-39,weekly
13,2017,8,female, 35-39,weekly
13,2018,11,female, 35-39,weekly
13,2019,19,female, 35-39,weekly
13,2020,7,female, 35-39,weekly
13,2021,15,female, 35-39,weekly
13,2022,5,female, 35-39,weekly
14,2015,18,female, 35-39,weekly
14,2016,8,female, 35-39,weekly
14,2017,13,female, 35-39,weekly
14,2018,11,female, 35-39,weekly
14,2019,14,female, 35-39,weekly
14,2020,11,female, 35-39,weekly
14,2021,10,female, 35-39,weekly
14,2022,4,female, 35-39,weekly
15,2015,7,female, 35-39,weekly
15,2016,4,female, 35-39,weekly
15,2017,10,female, 35-39,weekly
15,2018,9,female, 35-39,weekly
15,2019,8,female, 35-39,weekly
15,2020,9,female, 35-39,weekly
15,2021,8,female, 35-39,weekly
15,2022,1,female, 35-39,weekly
16,2015,12,female, 35-39,weekly
16,2016,9,female, 35-39,weekly
16,2017,6,female, 35-39,weekly
16,2018,7,female, 35-39,weekly
16,2019,10,female, 35-39,weekly
16,2020,4,female, 35-39,weekly
16,2021,9,female, 35-39,weekly
17,2015,10,female, 35-39,weekly
17,2016,11,female, 35-39,weekly
17,2017,9,female, 35-39,weekly
17,2018,7,female, 35-39,weekly
17,2019,6,female, 35-39,weekly
17,2020,8,female, 35-39,weekly
17,2021,27,female, 35-39,weekly
18,2015,11,female, 35-39,weekly
18,2016,12,female, 35-39,weekly
18,2017,14,female, 35-39,weekly
18,2018,14,female, 35-39,weekly
18,2019,9,female, 35-39,weekly
18,2020,7,female, 35-39,weekly
18,2021,30,female, 35-39,weekly
19,2015,15,female, 35-39,weekly
19,2016,10,female, 35-39,weekly
19,2017,10,female, 35-39,weekly
19,2018,12,female, 35-39,weekly
19,2019,9,female, 35-39,weekly
19,2020,9,female, 35-39,weekly
19,2021,38,female, 35-39,weekly
20,2015,14,female, 35-39,weekly
20,2016,12,female, 35-39,weekly
20,2017,8,female, 35-39,weekly
20,2018,12,female, 35-39,weekly
20,2019,8,female, 35-39,weekly
20,2020,10,female, 35-39,weekly
20,2021,39,female, 35-39,weekly
21,2015,17,female, 35-39,weekly
21,2016,17,female, 35-39,weekly
21,2017,7,female, 35-39,weekly
21,2018,11,female, 35-39,weekly
21,2019,7,female, 35-39,weekly
21,2020,12,female, 35-39,weekly
21,2021,57,female, 35-39,weekly
22,2015,10,female, 35-39,weekly
22,2016,3,female, 35-39,weekly
22,2017,11,female, 35-39,weekly
22,2018,12,female, 35-39,weekly
22,2019,14,female, 35-39,weekly
22,2020,20,female, 35-39,weekly
22,2021,24,female, 35-39,weekly
23,2015,14,female, 35-39,weekly
23,2016,13,female, 35-39,weekly
23,2017,7,female, 35-39,weekly
23,2018,9,female, 35-39,weekly
23,2019,12,female, 35-39,weekly
23,2020,13,female, 35-39,weekly
23,2021,28,female, 35-39,weekly
24,2015,9,female, 35-39,weekly
24,2016,10,female, 35-39,weekly
24,2017,17,female, 35-39,weekly
24,2018,15,female, 35-39,weekly
24,2019,22,female, 35-39,weekly
24,2020,14,female, 35-39,weekly
24,2021,11,female, 35-39,weekly
25,2015,9,female, 35-39,weekly
25,2016,11,female, 35-39,weekly
25,2017,10,female, 35-39,weekly
25,2018,16,female, 35-39,weekly
25,2019,10,female, 35-39,weekly
25,2020,10,female, 35-39,weekly
25,2021,31,female, 35-39,weekly
26,2015,14,female, 35-39,weekly
26,2016,12,female, 35-39,weekly
26,2017,8,female, 35-39,weekly
26,2018,8,female, 35-39,weekly
26,2019,12,female, 35-39,weekly
26,2020,14,female, 35-39,weekly
26,2021,9,female, 35-39,weekly
27,2015,19,female, 35-39,weekly
27,2016,11,female, 35-39,weekly
27,2017,17,female, 35-39,weekly
27,2018,11,female, 35-39,weekly
27,2019,10,female, 35-39,weekly
27,2020,10,female, 35-39,weekly
27,2021,12,female, 35-39,weekly
28,2015,15,female, 35-39,weekly
28,2016,9,female, 35-39,weekly
28,2017,12,female, 35-39,weekly
28,2018,13,female, 35-39,weekly
28,2019,7,female, 35-39,weekly
28,2020,14,female, 35-39,weekly
28,2021,13,female, 35-39,weekly
29,2015,12,female, 35-39,weekly
29,2016,13,female, 35-39,weekly
29,2017,12,female, 35-39,weekly
29,2018,16,female, 35-39,weekly
29,2019,8,female, 35-39,weekly
29,2020,9,female, 35-39,weekly
29,2021,9,female, 35-39,weekly
30,2015,11,female, 35-39,weekly
30,2016,11,female, 35-39,weekly
30,2017,11,female, 35-39,weekly
30,2018,12,female, 35-39,weekly
30,2019,14,female, 35-39,weekly
30,2020,4,female, 35-39,weekly
30,2021,10,female, 35-39,weekly
31,2015,17,female, 35-39,weekly
31,2016,12,female, 35-39,weekly
31,2017,22,female, 35-39,weekly
31,2018,7,female, 35-39,weekly
31,2019,9,female, 35-39,weekly
31,2020,8,female, 35-39,weekly
31,2021,11,female, 35-39,weekly
32,2015,12,female, 35-39,weekly
32,2016,7,female, 35-39,weekly
32,2017,14,female, 35-39,weekly
32,2018,16,female, 35-39,weekly
32,2019,17,female, 35-39,weekly
32,2020,9,female, 35-39,weekly
32,2021,8,female, 35-39,weekly
33,2015,7,female, 35-39,weekly
33,2016,7,female, 35-39,weekly
33,2017,10,female, 35-39,weekly
33,2018,7,female, 35-39,weekly
33,2019,12,female, 35-39,weekly
33,2020,16,female, 35-39,weekly
33,2021,10,female, 35-39,weekly
34,2015,8,female, 35-39,weekly
34,2016,15,female, 35-39,weekly
34,2017,12,female, 35-39,weekly
34,2018,10,female, 35-39,weekly
34,2019,13,female, 35-39,weekly
34,2020,16,female, 35-39,weekly
34,2021,11,female, 35-39,weekly
35,2015,8,female, 35-39,weekly
35,2016,9,female, 35-39,weekly
35,2017,8,female, 35-39,weekly
35,2018,11,female, 35-39,weekly
35,2019,14,female, 35-39,weekly
35,2020,7,female, 35-39,weekly
35,2021,1,female, 35-39,weekly
36,2015,8,female, 35-39,weekly
36,2016,10,female, 35-39,weekly
36,2017,11,female, 35-39,weekly
36,2018,11,female, 35-39,weekly
36,2019,10,female, 35-39,weekly
36,2020,10,female, 35-39,weekly
36,2021,12,female, 35-39,weekly
37,2015,10,female, 35-39,weekly
37,2016,14,female, 35-39,weekly
37,2017,10,female, 35-39,weekly
37,2018,12,female, 35-39,weekly
37,2019,22,female, 35-39,weekly
37,2020,12,female, 35-39,weekly
37,2021,14,female, 35-39,weekly
38,2015,6,female, 35-39,weekly
38,2016,6,female, 35-39,weekly
38,2017,21,female, 35-39,weekly
38,2018,11,female, 35-39,weekly
38,2019,15,female, 35-39,weekly
38,2020,16,female, 35-39,weekly
38,2021,13,female, 35-39,weekly
39,2015,14,female, 35-39,weekly
39,2016,12,female, 35-39,weekly
39,2017,12,female, 35-39,weekly
39,2018,13,female, 35-39,weekly
39,2019,10,female, 35-39,weekly
39,2020,7,female, 35-39,weekly
39,2021,11,female, 35-39,weekly
40,2015,13,female, 35-39,weekly
40,2016,9,female, 35-39,weekly
40,2017,8,female, 35-39,weekly
40,2018,9,female, 35-39,weekly
40,2019,8,female, 35-39,weekly
40,2020,10,female, 35-39,weekly
40,2021,6,female, 35-39,weekly
41,2015,15,female, 35-39,weekly
41,2016,11,female, 35-39,weekly
41,2017,13,female, 35-39,weekly
41,2018,10,female, 35-39,weekly
41,2019,11,female, 35-39,weekly
41,2020,16,female, 35-39,weekly
41,2021,14,female, 35-39,weekly
42,2015,8,female, 35-39,weekly
42,2016,13,female, 35-39,weekly
42,2017,16,female, 35-39,weekly
42,2018,14,female, 35-39,weekly
42,2019,11,female, 35-39,weekly
42,2020,15,female, 35-39,weekly
42,2021,13,female, 35-39,weekly
43,2015,19,female, 35-39,weekly
43,2016,4,female, 35-39,weekly
43,2017,11,female, 35-39,weekly
43,2018,12,female, 35-39,weekly
43,2019,10,female, 35-39,weekly
43,2020,11,female, 35-39,weekly
43,2021,16,female, 35-39,weekly
44,2015,15,female, 35-39,weekly
44,2016,18,female, 35-39,weekly
44,2017,10,female, 35-39,weekly
44,2018,10,female, 35-39,weekly
44,2019,13,female, 35-39,weekly
44,2020,10,female, 35-39,weekly
44,2021,13,female, 35-39,weekly
45,2015,17,female, 35-39,weekly
45,2016,11,female, 35-39,weekly
45,2017,8,female, 35-39,weekly
45,2018,16,female, 35-39,weekly
45,2019,12,female, 35-39,weekly
45,2020,10,female, 35-39,weekly
45,2021,13,female, 35-39,weekly
46,2015,18,female, 35-39,weekly
46,2016,18,female, 35-39,weekly
46,2017,14,female, 35-39,weekly
46,2018,8,female, 35-39,weekly
46,2019,17,female, 35-39,weekly
46,2020,15,female, 35-39,weekly
46,2021,10,female, 35-39,weekly
47,2015,11,female, 35-39,weekly
47,2016,10,female, 35-39,weekly
47,2017,11,female, 35-39,weekly
47,2018,8,female, 35-39,weekly
47,2019,16,female, 35-39,weekly
47,2020,8,female, 35-39,weekly
47,2021,22,female, 35-39,weekly
48,2015,17,female, 35-39,weekly
48,2016,8,female, 35-39,weekly
48,2017,13,female, 35-39,weekly
48,2018,15,female, 35-39,weekly
48,2019,10,female, 35-39,weekly
48,2020,13,female, 35-39,weekly
48,2021,9,female, 35-39,weekly
49,2015,12,female, 35-39,weekly
49,2016,9,female, 35-39,weekly
49,2017,11,female, 35-39,weekly
49,2018,11,female, 35-39,weekly
49,2019,11,female, 35-39,weekly
49,2020,7,female, 35-39,weekly
49,2021,9,female, 35-39,weekly
50,2015,8,female, 35-39,weekly
50,2016,22,female, 35-39,weekly
50,2017,8,female, 35-39,weekly
50,2018,14,female, 35-39,weekly
50,2019,10,female, 35-39,weekly
50,2020,15,female, 35-39,weekly
50,2021,21,female, 35-39,weekly
51,2015,11,female, 35-39,weekly
51,2016,13,female, 35-39,weekly
51,2017,14,female, 35-39,weekly
51,2018,11,female, 35-39,weekly
51,2019,20,female, 35-39,weekly
51,2020,14,female, 35-39,weekly
51,2021,13,female, 35-39,weekly
52,2015,14,female, 35-39,weekly
52,2016,9,female, 35-39,weekly
52,2017,17,female, 35-39,weekly
52,2018,9,female, 35-39,weekly
52,2019,13,female, 35-39,weekly
52,2020,9,female, 35-39,weekly
52,2021,10,female, 35-39,weekly
53,2015,1,female, 35-39,weekly
53,2016,7,female, 35-39,weekly
53,2017,0,female, 35-39,weekly
53,2018,2,female, 35-39,weekly
53,2019,0,female, 35-39,weekly
53,2020,3,female, 35-39,weekly
53,2021,2,female, 35-39,weekly
1,2015,17,female, 40-44,weekly
1,2016,6,female, 40-44,weekly
1,2017,15,female, 40-44,weekly
1,2018,15,female, 40-44,weekly
1,2019,16,female, 40-44,weekly
1,2020,19,female, 40-44,weekly
1,2021,19,female, 40-44,weekly
1,2022,14,female, 40-44,weekly
2,2015,10,female, 40-44,weekly
2,2016,20,female, 40-44,weekly
2,2017,18,female, 40-44,weekly
2,2018,14,female, 40-44,weekly
2,2019,11,female, 40-44,weekly
2,2020,18,female, 40-44,weekly
2,2021,23,female, 40-44,weekly
2,2022,12,female, 40-44,weekly
3,2015,8,female, 40-44,weekly
3,2016,22,female, 40-44,weekly
3,2017,15,female, 40-44,weekly
3,2018,9,female, 40-44,weekly
3,2019,16,female, 40-44,weekly
3,2020,16,female, 40-44,weekly
3,2021,17,female, 40-44,weekly
3,2022,21,female, 40-44,weekly
4,2015,13,female, 40-44,weekly
4,2016,9,female, 40-44,weekly
4,2017,18,female, 40-44,weekly
4,2018,13,female, 40-44,weekly
4,2019,14,female, 40-44,weekly
4,2020,12,female, 40-44,weekly
4,2021,14,female, 40-44,weekly
4,2022,16,female, 40-44,weekly
5,2015,13,female, 40-44,weekly
5,2016,11,female, 40-44,weekly
5,2017,16,female, 40-44,weekly
5,2018,15,female, 40-44,weekly
5,2019,10,female, 40-44,weekly
5,2020,12,female, 40-44,weekly
5,2021,16,female, 40-44,weekly
5,2022,12,female, 40-44,weekly
6,2015,19,female, 40-44,weekly
6,2016,13,female, 40-44,weekly
6,2017,18,female, 40-44,weekly
6,2018,9,female, 40-44,weekly
6,2019,11,female, 40-44,weekly
6,2020,14,female, 40-44,weekly
6,2021,18,female, 40-44,weekly
6,2022,11,female, 40-44,weekly
7,2015,14,female, 40-44,weekly
7,2016,14,female, 40-44,weekly
7,2017,12,female, 40-44,weekly
7,2018,24,female, 40-44,weekly
7,2019,13,female, 40-44,weekly
7,2020,12,female, 40-44,weekly
7,2021,10,female, 40-44,weekly
7,2022,13,female, 40-44,weekly
8,2015,14,female, 40-44,weekly
8,2016,10,female, 40-44,weekly
8,2017,22,female, 40-44,weekly
8,2018,9,female, 40-44,weekly
8,2019,17,female, 40-44,weekly
8,2020,18,female, 40-44,weekly
8,2021,15,female, 40-44,weekly
8,2022,11,female, 40-44,weekly
9,2015,12,female, 40-44,weekly
9,2016,14,female, 40-44,weekly
9,2017,18,female, 40-44,weekly
9,2018,10,female, 40-44,weekly
9,2019,17,female, 40-44,weekly
9,2020,15,female, 40-44,weekly
9,2021,19,female, 40-44,weekly
9,2022,14,female, 40-44,weekly
10,2015,11,female, 40-44,weekly
10,2016,7,female, 40-44,weekly
10,2017,7,female, 40-44,weekly
10,2018,12,female, 40-44,weekly
10,2019,19,female, 40-44,weekly
10,2020,12,female, 40-44,weekly
10,2021,17,female, 40-44,weekly
10,2022,8,female, 40-44,weekly
11,2015,11,female, 40-44,weekly
11,2016,16,female, 40-44,weekly
11,2017,11,female, 40-44,weekly
11,2018,13,female, 40-44,weekly
11,2019,10,female, 40-44,weekly
11,2020,17,female, 40-44,weekly
11,2021,9,female, 40-44,weekly
11,2022,16,female, 40-44,weekly
12,2015,14,female, 40-44,weekly
12,2016,10,female, 40-44,weekly
12,2017,14,female, 40-44,weekly
12,2018,17,female, 40-44,weekly
12,2019,16,female, 40-44,weekly
12,2020,7,female, 40-44,weekly
12,2021,19,female, 40-44,weekly
12,2022,6,female, 40-44,weekly
13,2015,12,female, 40-44,weekly
13,2016,14,female, 40-44,weekly
13,2017,17,female, 40-44,weekly
13,2018,11,female, 40-44,weekly
13,2019,14,female, 40-44,weekly
13,2020,10,female, 40-44,weekly
13,2021,17,female, 40-44,weekly
13,2022,8,female, 40-44,weekly
14,2015,8,female, 40-44,weekly
14,2016,22,female, 40-44,weekly
14,2017,13,female, 40-44,weekly
14,2018,13,female, 40-44,weekly
14,2019,9,female, 40-44,weekly
14,2020,11,female, 40-44,weekly
14,2021,16,female, 40-44,weekly
14,2022,3,female, 40-44,weekly
15,2015,10,female, 40-44,weekly
15,2016,11,female, 40-44,weekly
15,2017,18,female, 40-44,weekly
15,2018,15,female, 40-44,weekly
15,2019,12,female, 40-44,weekly
15,2020,12,female, 40-44,weekly
15,2021,27,female, 40-44,weekly
15,2022,2,female, 40-44,weekly
16,2015,18,female, 40-44,weekly
16,2016,9,female, 40-44,weekly
16,2017,13,female, 40-44,weekly
16,2018,18,female, 40-44,weekly
16,2019,9,female, 40-44,weekly
16,2020,9,female, 40-44,weekly
16,2021,33,female, 40-44,weekly
17,2015,13,female, 40-44,weekly
17,2016,11,female, 40-44,weekly
17,2017,10,female, 40-44,weekly
17,2018,17,female, 40-44,weekly
17,2019,13,female, 40-44,weekly
17,2020,10,female, 40-44,weekly
17,2021,26,female, 40-44,weekly
18,2015,11,female, 40-44,weekly
18,2016,16,female, 40-44,weekly
18,2017,18,female, 40-44,weekly
18,2018,17,female, 40-44,weekly
18,2019,14,female, 40-44,weekly
18,2020,11,female, 40-44,weekly
18,2021,59,female, 40-44,weekly
19,2015,14,female, 40-44,weekly
19,2016,15,female, 40-44,weekly
19,2017,12,female, 40-44,weekly
19,2018,11,female, 40-44,weekly
19,2019,18,female, 40-44,weekly
19,2020,17,female, 40-44,weekly
19,2021,68,female, 40-44,weekly
20,2015,18,female, 40-44,weekly
20,2016,16,female, 40-44,weekly
20,2017,8,female, 40-44,weekly
20,2018,14,female, 40-44,weekly
20,2019,19,female, 40-44,weekly
20,2020,24,female, 40-44,weekly
20,2021,52,female, 40-44,weekly
21,2015,19,female, 40-44,weekly
21,2016,7,female, 40-44,weekly
21,2017,12,female, 40-44,weekly
21,2018,10,female, 40-44,weekly
21,2019,13,female, 40-44,weekly
21,2020,23,female, 40-44,weekly
21,2021,70,female, 40-44,weekly
22,2015,15,female, 40-44,weekly
22,2016,17,female, 40-44,weekly
22,2017,23,female, 40-44,weekly
22,2018,15,female, 40-44,weekly
22,2019,13,female, 40-44,weekly
22,2020,23,female, 40-44,weekly
22,2021,42,female, 40-44,weekly
23,2015,9,female, 40-44,weekly
23,2016,16,female, 40-44,weekly
23,2017,16,female, 40-44,weekly
23,2018,17,female, 40-44,weekly
23,2019,18,female, 40-44,weekly
23,2020,21,female, 40-44,weekly
23,2021,32,female, 40-44,weekly
24,2015,19,female, 40-44,weekly
24,2016,11,female, 40-44,weekly
24,2017,9,female, 40-44,weekly
24,2018,13,female, 40-44,weekly
24,2019,14,female, 40-44,weekly
24,2020,23,female, 40-44,weekly
24,2021,21,female, 40-44,weekly
25,2015,15,female, 40-44,weekly
25,2016,17,female, 40-44,weekly
25,2017,12,female, 40-44,weekly
25,2018,13,female, 40-44,weekly
25,2019,17,female, 40-44,weekly
25,2020,14,female, 40-44,weekly
25,2021,25,female, 40-44,weekly
26,2015,12,female, 40-44,weekly
26,2016,10,female, 40-44,weekly
26,2017,15,female, 40-44,weekly
26,2018,16,female, 40-44,weekly
26,2019,12,female, 40-44,weekly
26,2020,25,female, 40-44,weekly
26,2021,14,female, 40-44,weekly
27,2015,8,female, 40-44,weekly
27,2016,8,female, 40-44,weekly
27,2017,17,female, 40-44,weekly
27,2018,12,female, 40-44,weekly
27,2019,9,female, 40-44,weekly
27,2020,17,female, 40-44,weekly
27,2021,18,female, 40-44,weekly
28,2015,7,female, 40-44,weekly
28,2016,11,female, 40-44,weekly
28,2017,14,female, 40-44,weekly
28,2018,18,female, 40-44,weekly
28,2019,9,female, 40-44,weekly
28,2020,21,female, 40-44,weekly
28,2021,18,female, 40-44,weekly
29,2015,8,female, 40-44,weekly
29,2016,11,female, 40-44,weekly
29,2017,12,female, 40-44,weekly
29,2018,18,female, 40-44,weekly
29,2019,19,female, 40-44,weekly
29,2020,11,female, 40-44,weekly
29,2021,14,female, 40-44,weekly
30,2015,10,female, 40-44,weekly
30,2016,10,female, 40-44,weekly
30,2017,18,female, 40-44,weekly
30,2018,11,female, 40-44,weekly
30,2019,13,female, 40-44,weekly
30,2020,25,female, 40-44,weekly
30,2021,22,female, 40-44,weekly
31,2015,12,female, 40-44,weekly
31,2016,17,female, 40-44,weekly
31,2017,13,female, 40-44,weekly
31,2018,12,female, 40-44,weekly
31,2019,11,female, 40-44,weekly
31,2020,17,female, 40-44,weekly
31,2021,16,female, 40-44,weekly
32,2015,15,female, 40-44,weekly
32,2016,13,female, 40-44,weekly
32,2017,19,female, 40-44,weekly
32,2018,12,female, 40-44,weekly
32,2019,17,female, 40-44,weekly
32,2020,19,female, 40-44,weekly
32,2021,12,female, 40-44,weekly
33,2015,13,female, 40-44,weekly
33,2016,16,female, 40-44,weekly
33,2017,9,female, 40-44,weekly
33,2018,15,female, 40-44,weekly
33,2019,17,female, 40-44,weekly
33,2020,20,female, 40-44,weekly
33,2021,14,female, 40-44,weekly
34,2015,9,female, 40-44,weekly
34,2016,15,female, 40-44,weekly
34,2017,6,female, 40-44,weekly
34,2018,18,female, 40-44,weekly
34,2019,12,female, 40-44,weekly
34,2020,16,female, 40-44,weekly
34,2021,11,female, 40-44,weekly
35,2015,9,female, 40-44,weekly
35,2016,7,female, 40-44,weekly
35,2017,24,female, 40-44,weekly
35,2018,12,female, 40-44,weekly
35,2019,20,female, 40-44,weekly
35,2020,21,female, 40-44,weekly
35,2021,20,female, 40-44,weekly
36,2015,14,female, 40-44,weekly
36,2016,7,female, 40-44,weekly
36,2017,10,female, 40-44,weekly
36,2018,7,female, 40-44,weekly
36,2019,18,female, 40-44,weekly
36,2020,16,female, 40-44,weekly
36,2021,10,female, 40-44,weekly
37,2015,14,female, 40-44,weekly
37,2016,14,female, 40-44,weekly
37,2017,22,female, 40-44,weekly
37,2018,13,female, 40-44,weekly
37,2019,13,female, 40-44,weekly
37,2020,20,female, 40-44,weekly
37,2021,20,female, 40-44,weekly
38,2015,16,female, 40-44,weekly
38,2016,12,female, 40-44,weekly
38,2017,23,female, 40-44,weekly
38,2018,10,female, 40-44,weekly
38,2019,18,female, 40-44,weekly
38,2020,17,female, 40-44,weekly
38,2021,12,female, 40-44,weekly
39,2015,12,female, 40-44,weekly
39,2016,12,female, 40-44,weekly
39,2017,10,female, 40-44,weekly
39,2018,10,female, 40-44,weekly
39,2019,18,female, 40-44,weekly
