death_date, 0-4, 5-9, 10-14, 15-19, 20-24, 25-29, 30-34, 35-39, 40-44, 45-49, 50-54, 55-59, 60-64, 65-69, 70-74, 75-79, 80-84, 85-89, 90-94, 95-99, 100-104, 105-109, 110-114, 115-119
2018-10-05,6,1,,1,6,1,3,6,5,8,14,10,17,15,16,8,15,8,5,1,1,,,
2018-10-06,7,2,,,3,9,4,6,10,9,10,9,18,6,12,17,12,6,4,3,,,,
2018-10-07,1,1,2,5,3,2,3,5,6,9,12,10,13,21,13,21,17,9,6,3,1,,,
2018-10-08,9,1,2,1,5,2,4,10,8,10,11,16,10,18,17,13,21,13,2,,,,,
2018-10-09,4,1,1,1,4,3,5,5,8,10,10,17,20,16,21,7,15,6,2,1,,,,
2018-10-10,4,4,1,3,6,3,3,9,8,9,9,12,15,19,19,13,15,9,4,2,,,,
2018-10-11,3,2,1,7,7,6,2,7,12,9,15,20,14,18,15,26,17,4,6,,,,,
2018-10-12,5,1,1,5,3,7,7,6,5,19,10,13,25,16,11,20,15,13,5,,,1,,
2018-10-13,5,1,2,,3,3,3,3,10,10,16,16,26,21,13,16,16,9,4,,,,,
2018-10-14,5,2,2,,5,4,4,3,7,11,11,22,15,19,18,17,12,14,4,,,,,
2018-10-15,8,,1,,5,9,9,8,9,16,19,14,21,13,19,15,11,15,6,3,,,,
2018-10-16,,1,,2,1,1,9,6,6,10,13,14,20,18,23,19,15,12,1,1,,,,
2018-10-17,6,2,4,2,3,1,6,2,8,7,12,17,17,17,22,12,12,9,3,1,,,,
2018-10-18,6,3,3,2,2,5,5,3,5,12,13,16,14,24,23,19,10,17,4,1,,,,
2018-10-19,1,4,1,2,3,2,7,5,10,8,16,10,16,25,14,9,16,13,8,1,,1,,
2018-10-20,3,2,,2,4,5,4,8,14,9,18,18,22,17,18,18,14,9,6,2,,,,
2018-10-21,4,2,1,3,2,4,6,9,4,16,13,15,23,34,21,16,15,6,5,3,,1,,
2018-10-22,5,2,2,,2,3,10,7,4,12,16,21,28,10,20,25,15,9,5,1,,,,
2018-10-23,4,2,6,1,1,5,4,7,10,14,27,25,22,18,19,21,17,10,6,1,1,,,
2018-10-24,4,1,,4,2,6,5,7,3,14,15,13,15,18,19,14,13,11,1,1,,,,
2018-10-25,4,2,2,,4,3,6,3,7,17,8,22,12,22,23,12,22,15,2,4,1,,,
2018-10-26,9,4,,3,3,2,5,7,1,17,10,23,22,18,17,22,18,11,7,1,,,,
2018-10-27,7,2,,3,3,1,2,4,5,15,17,22,17,30,23,10,13,12,4,,,,,
2018-10-28,9,1,1,2,7,4,5,6,4,16,18,16,15,31,21,22,13,12,3,1,2,,,
2018-10-29,13,1,,4,4,6,5,8,11,16,16,10,20,16,21,10,19,11,4,2,,,,
2018-10-30,3,1,1,1,3,2,10,6,9,10,20,20,25,29,19,19,16,8,10,2,,,,
2018-10-31,5,,,1,6,6,6,7,7,12,18,17,26,17,30,13,19,12,7,3,,,,
2018-11-01,9,4,4,1,9,5,1,5,13,15,14,17,22,13,18,13,13,5,4,1,,,,
2018-11-02,4,1,3,,3,5,10,5,5,12,17,20,22,19,19,20,15,10,5,1,,,,
2018-11-03,6,1,,,3,6,4,4,8,12,15,14,13,24,24,15,20,10,8,3,,,,
2018-11-04,7,1,1,4,2,7,6,10,7,8,9,24,23,19,24,16,16,20,3,,,,,
2018-11-05,6,3,1,3,3,7,3,9,15,10,14,14,25,20,19,19,17,7,2,2,,,,
2018-11-06,6,2,2,2,3,4,4,8,12,6,17,16,17,21,19,14,16,4,5,1,1,,,
2018-11-07,5,4,1,1,4,10,2,5,13,14,25,11,16,13,18,21,25,14,6,2,1,,,
2018-11-08,13,1,1,2,4,5,4,6,6,11,19,18,18,18,15,22,16,9,6,1,,,,
2018-11-09,5,3,,1,3,4,5,12,3,15,13,23,20,23,23,14,16,19,4,3,,,,
2018-11-10,5,1,2,1,2,9,2,7,10,8,28,15,26,17,24,20,16,16,7,,1,,,
2018-11-11,7,5,1,4,2,6,7,7,6,9,7,19,21,14,23,18,19,11,4,3,,,,
2018-11-12,7,1,,2,6,5,3,4,12,11,13,21,22,23,34,26,7,8,7,,1,,,
2018-11-13,5,2,,2,5,3,6,8,10,12,12,27,20,19,23,17,16,14,3,2,,,,
2018-11-14,12,,2,,2,2,6,4,5,15,20,21,25,19,15,20,23,12,6,3,,,,
2018-11-15,3,1,2,2,5,6,7,5,14,11,12,13,22,23,27,19,22,19,7,2,,,,
2018-11-16,5,2,,2,1,5,6,5,12,14,12,21,28,25,21,22,15,11,3,2,1,,,
2018-11-17,4,,,,1,2,8,10,4,14,13,21,15,29,15,18,15,17,6,2,,,,
2018-11-18,4,1,,1,4,4,4,9,9,11,12,20,22,25,19,19,15,13,5,2,,,,
2018-11-19,6,2,2,1,3,4,9,10,5,13,10,8,19,16,22,16,17,11,4,1,,,,
2018-11-20,3,4,4,,5,5,3,9,12,11,14,13,25,14,21,16,13,11,4,,,,,
2018-11-21,3,3,3,,5,3,1,4,8,7,12,15,26,17,25,21,15,10,6,1,,,,
2018-11-22,,1,1,1,2,2,2,7,8,10,14,16,22,14,18,19,16,5,4,,,,,
2018-11-23,9,4,,1,,2,3,7,6,15,16,22,13,24,21,22,18,10,6,1,1,,,
2018-11-24,3,1,2,3,1,5,5,2,7,13,15,15,18,23,17,30,12,7,7,2,1,,,
2018-11-25,4,,2,2,2,7,4,4,7,13,7,21,16,19,13,14,11,14,4,2,,,,
2018-11-26,5,1,4,4,2,8,1,9,8,13,13,19,17,15,27,12,15,16,6,1,1,,,
2018-11-27,2,1,1,,2,3,9,5,5,18,17,17,18,19,20,15,11,6,7,,1,,,
2018-11-28,5,2,1,1,,6,7,4,8,9,14,18,15,20,26,11,20,10,10,,1,,,
2018-11-29,1,,1,4,4,5,,8,7,13,13,11,17,24,21,20,10,17,5,1,,,,
2018-11-30,8,1,2,6,2,3,8,8,5,6,12,15,15,17,16,17,16,7,7,1,,,,
2018-12-01,4,5,1,,2,8,3,13,2,10,15,14,19,14,28,13,18,12,3,4,,,,
2018-12-02,2,1,1,3,2,8,4,6,5,6,16,24,17,17,19,18,13,6,3,,,,,
2018-12-03,6,2,1,1,1,4,5,5,6,14,14,23,20,24,18,13,18,11,6,3,,,,
2018-12-04,5,3,,2,1,5,5,10,6,13,21,7,17,20,15,22,8,12,7,,,,,
2018-12-05,6,,1,2,2,1,6,4,4,9,9,16,28,18,16,14,16,10,3,2,,,,
2018-12-06,4,4,1,5,6,6,3,6,7,11,22,26,16,23,13,22,6,7,1,4,,,,
2018-12-07,7,3,1,3,3,3,4,8,7,17,13,15,17,18,20,17,15,10,9,2,,,,
2018-12-08,4,1,,1,2,6,3,9,4,9,13,8,17,25,10,23,10,13,9,,,,,
2018-12-09,1,,2,2,4,6,5,4,5,11,16,16,16,18,8,22,13,5,6,1,,,,
2018-12-10,4,1,2,4,3,7,1,4,8,8,14,14,24,18,20,21,20,14,5,1,1,,,
2018-12-11,7,,1,4,3,5,5,11,7,14,8,12,18,24,22,15,21,13,5,3,,,,
2018-12-12,4,1,,3,4,5,5,9,10,14,9,16,15,19,20,22,19,13,6,,,,,
2018-12-13,6,,2,2,1,5,4,2,8,7,11,8,17,24,16,15,13,14,2,3,,,,
2018-12-14,12,,,2,6,5,5,5,6,9,17,18,18,16,19,22,23,10,2,2,,,,
2018-12-15,3,1,,1,3,5,6,9,10,14,16,8,17,12,19,19,13,13,1,,,,,
2018-12-16,2,1,1,3,7,,4,3,9,11,10,7,25,20,16,10,12,11,4,,1,,,
2018-12-17,10,3,1,1,9,8,6,12,9,14,15,17,18,14,16,17,6,11,2,1,1,,,
2018-12-18,7,1,1,2,5,4,7,7,10,13,16,22,12,13,19,10,21,16,2,1,2,,,
2018-12-19,4,1,1,4,3,4,3,8,11,14,11,13,16,22,21,20,17,17,5,2,,,,
2018-12-20,3,3,2,1,5,3,3,3,7,11,13,8,17,29,19,8,12,18,7,1,,,,
2018-12-21,6,2,2,4,2,4,4,3,10,17,15,14,15,27,16,19,17,13,4,,,,,
2018-12-22,5,3,1,4,5,,3,7,8,11,6,16,19,18,24,19,22,8,4,1,,,,
2018-12-23,4,,,4,3,7,4,5,7,9,12,17,22,16,16,17,17,13,5,2,,,,
2018-12-24,6,4,,1,6,1,2,4,7,14,21,11,17,19,21,21,13,15,5,1,,,,
2018-12-25,6,,,3,2,8,2,3,8,16,13,14,20,23,20,18,16,16,4,1,1,1,,
2018-12-26,4,,2,2,5,3,3,4,14,10,17,15,22,22,13,11,15,14,6,2,,,,
2018-12-27,3,5,,1,2,9,9,3,4,10,5,19,17,22,22,16,17,15,7,3,,,,
2018-12-28,5,2,,1,3,8,4,4,12,12,19,15,20,30,20,13,10,9,9,5,,,,
2018-12-29,6,5,1,2,9,6,2,4,12,10,15,13,17,18,17,14,14,9,6,,,,,
2018-12-30,4,1,3,1,1,2,5,5,8,13,16,13,19,24,18,12,23,11,7,2,,,,
2018-12-31,5,1,1,2,1,5,5,7,3,14,14,18,19,14,15,23,17,13,5,1,1,,,
2019-01-01,6,3,1,6,5,8,4,8,5,7,13,18,15,22,20,14,13,9,6,3,,,,
2019-01-02,2,2,1,1,3,6,4,6,8,11,10,10,18,16,25,20,10,14,6,3,,,,
2019-01-03,9,1,,1,2,7,7,5,7,11,14,17,15,21,12,18,9,19,4,1,,,,
2019-01-04,9,3,2,1,3,3,8,5,10,6,14,11,25,22,27,15,22,13,2,1,,,,
2019-01-05,7,,1,,2,2,3,3,5,8,18,15,15,28,21,17,13,17,4,1,,,,
2019-01-06,4,,,4,4,2,7,9,6,10,9,17,19,14,14,23,19,12,3,2,,,,
2019-01-07,6,,,5,4,6,3,7,10,18,18,18,23,28,21,17,17,17,6,3,,,,
2019-01-08,8,2,,,3,3,9,10,5,15,14,20,27,16,20,11,12,21,6,1,,,,
2019-01-09,8,3,,5,5,3,3,8,5,9,12,19,17,15,18,15,13,15,4,2,1,1,,
2019-01-10,5,1,2,,4,1,8,5,1,13,13,10,24,29,26,13,17,12,,2,1,,,
2019-01-11,8,1,,5,1,6,3,5,9,11,18,13,27,22,21,24,17,14,7,6,,,,
2019-01-12,8,1,,2,4,9,4,7,8,10,19,13,15,29,22,13,20,13,7,4,,,,
2019-01-13,7,,2,3,6,7,2,10,7,13,11,18,33,21,20,12,19,13,8,1,,,,
2019-01-14,8,,1,2,2,10,3,12,12,12,16,23,17,23,29,12,13,8,6,,2,,,
2019-01-15,10,,1,4,3,5,2,7,9,13,16,14,23,24,26,20,24,14,7,2,,,,
2019-01-16,9,,2,3,6,5,2,6,8,5,17,19,22,27,26,18,21,5,4,,,,,
2019-01-17,4,,3,2,3,3,6,5,11,7,15,15,15,18,28,14,16,12,4,3,,,,
2019-01-18,7,,2,3,2,5,5,6,9,17,13,17,16,30,27,17,16,16,7,4,1,,,
2019-01-19,6,1,1,4,3,1,4,2,9,13,14,16,30,19,21,15,19,14,5,3,,,,
2019-01-20,6,,,1,2,3,2,6,5,6,12,20,17,11,23,16,17,8,7,1,1,,,
2019-01-21,4,,,9,2,4,2,7,8,13,13,12,21,25,22,21,15,15,4,3,,,,
2019-01-22,7,,2,4,5,4,7,8,13,6,13,17,16,24,25,18,19,18,7,4,,1,,
2019-01-23,8,,1,,7,2,5,8,12,10,13,16,21,16,17,18,17,15,8,1,1,,,
2019-01-24,6,,4,3,8,3,2,3,9,8,12,17,16,19,18,20,20,17,7,3,,,,
2019-01-25,1,,1,4,4,2,2,3,5,14,17,22,26,20,23,24,18,9,5,2,,,,
2019-01-26,7,,1,,6,4,3,12,9,20,15,18,19,20,25,14,13,22,14,1,,,,
2019-01-27,5,,,6,1,6,5,9,7,7,10,12,21,23,15,16,21,7,8,2,,,,
2019-01-28,10,1,,1,3,5,7,2,14,17,13,10,20,18,21,24,23,11,6,1,,,,
2019-01-29,7,,,,4,8,5,9,5,12,17,13,14,27,15,24,22,9,6,3,,,,
2019-01-30,10,,1,1,3,6,4,8,6,13,16,14,18,19,21,12,13,12,7,1,,,,
2019-01-31,6,1,,4,3,3,1,,9,16,14,10,22,19,16,21,13,9,2,3,3,,,
2019-02-01,5,,2,,1,6,2,8,9,10,11,16,15,20,21,22,17,21,5,1,,,,
2019-02-02,6,1,3,2,3,5,4,8,8,11,10,8,19,25,16,18,10,13,7,2,,,,
2019-02-03,2,,1,1,3,4,6,7,5,18,11,16,20,21,23,13,12,16,6,,1,1,,
2019-02-04,4,,3,2,2,4,3,7,7,8,10,16,17,20,28,16,18,10,4,,,,,
2019-02-05,6,,2,4,3,6,4,7,5,11,14,17,12,27,21,13,15,13,2,3,,,,
2019-02-06,3,,1,1,4,4,,3,6,8,15,12,21,16,20,13,10,8,1,1,1,,,
2019-02-07,8,,,1,5,4,6,7,6,19,18,8,13,30,19,18,21,9,5,1,,,,
2019-02-08,8,2,,1,3,3,8,8,9,12,13,12,19,26,25,23,16,8,2,2,,,,
2019-02-09,6,1,1,5,1,4,6,6,7,18,14,14,20,13,20,21,14,4,2,4,,,,
2019-02-10,2,,,1,1,5,4,8,5,11,11,21,15,18,24,26,18,12,4,,1,,,
2019-02-11,6,1,,4,2,,4,5,6,11,12,16,11,10,27,17,13,14,3,5,1,1,,
2019-02-12,2,1,1,1,3,8,5,4,7,9,11,15,22,14,17,16,18,10,4,1,,,,
2019-02-13,8,1,4,1,3,3,4,3,4,6,12,25,21,22,19,7,18,9,3,,,,,
2019-02-14,8,,3,2,3,2,6,3,6,13,15,21,14,19,19,18,13,20,7,2,1,,,
2019-02-15,7,3,2,3,1,6,4,11,7,8,15,14,16,19,23,20,10,10,5,1,,,,
2019-02-16,3,2,,1,5,3,1,8,14,10,13,15,14,17,29,16,16,11,4,5,,,,
2019-02-17,12,2,1,1,4,4,4,3,8,5,11,19,19,20,18,17,13,10,5,2,,,,
2019-02-18,8,1,3,2,7,3,5,7,11,9,13,21,18,26,15,21,14,9,3,1,,,,
2019-02-19,12,3,,1,3,3,3,11,7,10,16,11,13,16,18,17,20,9,4,2,,,,
2019-02-20,6,4,,,8,5,1,4,4,10,14,15,15,20,22,18,13,13,10,1,,,,
2019-02-21,7,,1,,3,5,3,5,6,17,11,19,20,13,18,18,15,10,4,1,,,,
2019-02-22,6,2,2,1,7,5,4,13,5,9,4,17,19,20,26,18,8,9,4,3,,,,
2019-02-23,9,1,2,3,3,5,7,9,13,4,14,20,15,18,17,17,12,10,10,2,,,,
2019-02-24,10,1,1,4,1,,5,4,8,10,10,13,27,22,17,11,10,10,4,,,,,
2019-02-25,7,2,,2,5,4,5,8,9,11,11,15,14,19,13,19,14,9,6,,,,,
2019-02-26,4,1,,2,2,6,2,6,11,4,21,15,15,20,19,14,19,10,4,4,,,,
2019-02-27,6,2,,1,5,5,3,4,9,10,13,16,18,20,17,12,14,16,3,,,,,
2019-02-28,4,2,1,1,1,9,8,4,3,18,14,21,14,19,20,18,17,13,3,3,,,,
2019-03-01,9,1,,,5,5,6,11,7,21,14,15,13,26,24,24,18,8,7,1,,,,
2019-03-02,8,1,1,1,5,4,7,9,10,16,18,10,17,21,16,20,15,7,6,3,,,,
2019-03-03,4,,,1,2,2,4,6,10,13,12,16,19,11,22,14,21,14,6,,,,,
2019-03-04,8,,,4,5,4,4,7,9,10,10,11,8,27,19,16,15,6,4,,2,,,
2019-03-05,4,,,2,5,6,4,7,7,11,22,17,26,12,15,12,12,9,6,3,1,,,
2019-03-06,11,2,,,6,6,6,8,9,15,15,17,11,12,21,12,25,15,4,1,1,,,
2019-03-07,9,,2,4,5,5,8,9,8,6,13,12,13,18,16,12,18,10,5,2,,,,
2019-03-08,5,1,1,1,,6,5,5,10,6,11,10,16,19,19,13,17,10,9,1,,,,
2019-03-09,5,,1,2,5,6,,5,6,12,13,14,10,10,21,16,13,13,3,,,,,
2019-03-10,5,2,,1,4,6,1,6,7,11,9,14,15,19,24,21,19,9,4,1,,,,
2019-03-11,12,1,2,2,7,7,4,9,8,14,14,12,17,19,16,15,22,10,7,2,1,,,
2019-03-12,6,1,1,2,2,6,7,5,5,6,10,17,9,16,15,18,9,14,4,1,,,,
2019-03-13,7,,1,1,1,3,3,5,7,5,12,24,22,11,19,12,14,12,6,1,1,,,
2019-03-14,6,,,2,2,2,3,5,6,11,13,21,20,16,18,17,11,15,7,2,,,,
2019-03-15,8,2,1,2,6,3,7,13,9,9,14,4,20,18,16,10,18,15,9,4,,,,
2019-03-16,9,2,,1,1,7,4,3,3,6,11,17,20,13,18,19,10,8,3,1,,,,
2019-03-17,8,,1,1,3,5,4,4,17,12,15,11,17,15,13,13,18,7,4,4,,,,
2019-03-18,7,,,4,1,3,7,3,7,19,14,15,20,13,17,23,17,16,2,,,,,
2019-03-19,7,,,2,5,7,4,8,9,11,20,15,17,22,14,17,12,9,7,,,,,
2019-03-20,8,,1,3,4,3,7,8,5,13,14,18,10,25,16,18,14,14,3,1,,,,
2019-03-21,11,,,6,1,2,,4,7,10,15,15,16,20,22,21,14,6,5,,1,,,
2019-03-22,4,2,,2,3,5,3,3,8,17,11,14,16,25,17,10,11,12,3,,,,,
2019-03-23,11,1,,2,4,2,3,6,8,16,10,9,14,14,19,13,11,8,4,1,,,,
2019-03-24,11,,1,5,4,6,6,5,8,7,13,14,17,9,23,11,18,5,2,,,,,
2019-03-25,2,1,2,3,4,5,6,5,12,10,10,16,14,17,12,14,19,16,2,2,,,1,
2019-03-26,6,1,1,2,4,4,9,8,11,12,7,16,15,18,12,11,10,5,3,1,,1,,
2019-03-27,10,,2,4,1,1,5,7,5,11,12,11,8,17,17,17,13,12,3,1,,,,
2019-03-28,9,,,4,1,1,5,4,9,16,14,13,27,21,14,16,7,7,5,1,,,,
2019-03-29,2,1,,2,4,2,2,7,8,13,10,16,19,21,16,9,10,14,8,1,,,,
2019-03-30,6,,3,5,3,5,5,5,6,10,9,17,19,18,14,16,14,8,3,,1,,,
2019-03-31,3,1,1,2,3,4,2,6,7,5,9,10,17,20,11,15,11,15,6,2,,,,
2019-04-01,4,,,1,3,4,5,10,5,10,15,16,14,9,21,19,22,8,3,3,1,,,
2019-04-02,5,1,,1,2,3,5,5,4,10,11,21,16,12,15,19,16,8,3,4,,,,
2019-04-03,11,,2,2,5,3,4,4,7,5,10,16,11,21,9,15,10,13,10,3,,,,
2019-04-04,4,1,1,,3,5,3,3,6,9,15,7,21,13,12,17,17,11,9,1,,,,
2019-04-05,7,,,4,5,8,4,9,5,14,10,15,15,16,16,11,11,7,12,1,,,,
2019-04-06,8,3,,,3,7,6,9,5,8,15,10,15,13,15,20,12,9,2,1,,,,
2019-04-07,6,,,6,2,3,2,3,3,11,10,18,16,9,12,21,12,9,4,2,,,,
2019-04-08,3,2,1,,2,2,4,9,5,10,9,14,15,17,13,18,13,9,4,2,,,,
2019-04-09,12,,,3,2,3,1,4,7,11,6,16,11,27,13,20,16,14,4,1,,,,
2019-04-10,5,1,,1,4,3,6,7,7,13,16,11,17,18,11,17,11,10,3,2,,,,
2019-04-11,2,,,3,3,3,6,7,8,9,6,14,12,8,13,16,13,14,5,2,,,,
2019-04-12,5,2,1,2,4,7,5,1,7,9,11,7,13,15,23,17,17,11,8,,,,,
2019-04-13,2,,,,3,4,6,3,6,8,15,11,17,25,17,11,16,8,6,,1,,,
2019-04-14,7,1,1,1,3,2,6,3,10,9,9,25,13,11,21,20,6,7,5,1,,,,
2019-04-15,4,1,,1,3,1,3,7,10,11,8,14,22,16,17,20,21,9,9,1,,,,
2019-04-16,5,1,,4,5,6,5,11,8,12,12,8,15,8,13,13,21,10,5,1,,,,
2019-04-17,4,,1,3,3,6,8,7,4,9,14,11,15,17,12,15,13,9,4,2,,,,
2019-04-18,2,2,,2,7,2,4,7,6,7,17,13,18,20,29,14,13,5,6,2,1,,,
2019-04-19,10,,2,1,3,3,2,7,5,11,18,14,14,14,16,17,14,11,5,2,,,,
2019-04-20,8,1,,,3,5,5,3,6,7,13,18,14,16,14,17,6,9,9,2,,,,
2019-04-21,9,2,2,1,6,4,6,5,6,11,17,19,13,15,17,15,16,10,3,3,,,,
2019-04-22,5,,,1,2,2,3,4,8,7,14,11,16,22,17,22,16,20,5,6,1,,,
2019-04-23,1,,,5,5,3,3,2,5,4,19,18,21,23,11,15,12,11,8,1,,,,
2019-04-24,8,,,,1,5,6,8,6,15,3,15,13,22,10,14,16,10,2,3,,,,
2019-04-25,2,,,3,1,6,3,6,6,10,6,10,19,15,12,21,19,8,1,3,,,,
2019-04-26,11,,,1,2,4,5,5,7,16,12,18,19,10,18,19,10,13,9,,,,,
2019-04-27,12,3,,,5,3,4,10,4,16,4,13,14,14,20,19,11,10,2,2,1,,,
2019-04-28,1,2,,5,3,2,5,5,6,12,9,13,11,17,6,13,12,8,6,,,,,
2019-04-29,5,1,,1,1,7,3,3,10,7,14,12,18,11,19,11,13,13,7,,,,,
2019-04-30,5,3,2,2,2,2,3,4,10,9,17,19,10,19,14,14,8,13,4,2,,,,
2019-05-01,5,2,2,3,4,7,9,8,9,13,8,14,11,17,13,16,14,9,1,1,,,,
2019-05-02,6,1,1,4,4,3,2,7,6,9,17,21,17,25,12,19,14,7,2,3,,,,
2019-05-03,3,2,,1,4,8,10,9,15,8,13,17,16,18,17,17,11,14,8,3,,,,
2019-05-04,6,,1,3,5,3,6,7,8,10,14,6,19,17,22,16,17,9,6,3,,,,
2019-05-05,7,,2,4,5,2,7,7,8,8,15,20,17,24,23,15,15,11,5,3,1,,,
2019-05-06,8,,2,1,6,2,5,6,9,8,16,10,25,20,16,21,13,11,5,2,,,,
2019-05-07,5,,2,,2,4,4,8,5,11,17,23,24,13,25,31,17,10,6,3,,,,
2019-05-08,7,1,,1,5,5,5,9,9,6,20,17,21,23,17,13,11,18,3,3,,,,
2019-05-09,1,,2,1,1,2,1,6,9,11,12,25,21,18,17,16,15,8,2,4,,,,
2019-05-10,8,1,,3,4,1,2,6,11,7,13,15,13,23,20,21,18,7,9,2,,1,,
2019-05-11,9,,2,1,5,5,7,10,5,12,14,12,16,19,28,10,14,9,4,1,,,,
2019-05-12,5,,,3,5,4,3,5,10,15,16,16,16,28,21,17,16,10,5,,2,,,
2019-05-13,6,,1,4,2,7,5,7,7,9,15,9,18,18,22,20,16,11,7,1,1,,,
2019-05-14,7,,1,1,5,10,2,9,8,6,17,15,18,22,18,13,13,7,7,1,,,,
2019-05-15,7,,,1,3,3,6,12,5,9,18,21,23,15,14,23,18,8,6,3,,,,
2019-05-16,4,,2,,1,3,5,5,4,16,15,12,17,25,15,17,10,14,8,,,,,
2019-05-17,9,,,4,6,3,7,4,11,7,8,11,21,10,13,17,14,12,9,4,1,,,
2019-05-18,9,1,,6,4,5,5,8,3,13,12,18,15,14,14,26,13,7,2,4,,,,
2019-05-19,5,,1,1,4,3,7,4,14,14,15,18,20,19,16,22,16,10,3,7,1,,,
2019-05-20,9,1,,1,4,7,1,6,9,3,13,13,21,13,14,12,16,13,5,1,,2,,
2019-05-21,12,,2,3,1,4,7,4,7,8,9,17,11,18,19,12,13,9,2,4,,,,
2019-05-22,10,,1,5,5,2,7,11,7,17,12,16,21,20,22,16,16,11,4,1,1,,,
2019-05-23,6,,1,2,6,,5,3,5,9,17,23,14,12,16,17,16,10,7,4,,,,
2019-05-24,10,1,1,1,3,4,7,6,5,17,12,17,17,20,25,15,16,15,5,3,,,,
2019-05-25,8,2,,2,3,6,9,3,5,7,13,17,14,15,22,16,13,14,3,1,,,,
2019-05-26,6,,1,2,8,3,2,9,6,10,11,20,15,18,18,21,14,14,5,1,1,,,
2019-05-27,8,,2,4,6,8,6,9,8,17,11,5,12,18,29,22,12,20,5,1,,,,
2019-05-28,3,1,1,2,2,3,2,5,9,17,13,17,20,23,12,14,17,15,4,4,,,,
2019-05-29,6,,1,1,1,5,4,7,4,16,8,17,13,25,30,28,17,14,4,3,,,,
2019-05-30,14,,,,1,4,5,8,8,10,11,15,11,21,15,12,15,14,3,1,,,,
2019-05-31,7,1,1,2,1,8,3,7,4,16,7,15,18,18,15,25,22,10,6,,,,,
2019-06-01,6,,,5,4,6,5,5,5,16,9,21,9,24,22,19,12,12,1,2,,,,
2019-06-02,9,,,4,3,5,6,6,9,13,10,19,15,19,23,19,18,15,5,3,,,,
2019-06-03,6,,,3,5,7,6,12,6,8,14,13,18,27,18,15,8,11,1,4,,,,
2019-06-04,7,2,1,3,5,3,7,6,5,14,16,20,18,28,14,26,12,12,6,1,,,,
2019-06-05,6,1,1,5,2,9,2,14,8,16,12,15,15,23,29,22,15,18,10,3,,,,
2019-06-06,8,,,1,9,5,5,6,7,14,17,16,23,21,27,22,10,12,4,3,,,,
2019-06-07,9,2,,3,4,2,6,8,10,6,12,14,20,22,22,21,22,14,9,1,,,,
2019-06-08,6,2,,5,5,7,5,12,8,15,11,13,28,9,21,15,18,9,1,3,,,,
2019-06-09,8,1,,8,4,6,11,9,15,12,14,19,16,19,14,23,18,16,4,2,,,,
2019-06-10,4,2,1,2,2,4,5,5,7,9,10,12,22,17,26,21,18,9,,4,,,,
2019-06-11,3,,,2,7,4,9,6,6,17,10,17,17,16,29,16,22,13,6,5,1,,,
2019-06-12,6,2,,3,6,4,4,8,10,11,12,17,13,20,23,15,28,16,12,1,,,,
2019-06-13,13,1,,1,4,4,4,5,8,11,11,21,14,20,30,24,25,11,11,4,,,,
2019-06-14,11,,2,2,,4,4,7,9,12,13,28,23,37,32,20,26,12,12,2,,,,
2019-06-15,9,2,4,1,3,5,8,8,6,13,15,16,18,23,28,28,20,17,8,5,,,,
2019-06-16,9,2,,3,3,4,4,11,11,13,12,14,22,25,27,24,22,12,12,2,,,,
2019-06-17,6,,1,4,5,2,3,9,9,14,12,14,17,34,28,25,25,14,9,2,1,,,
2019-06-18,7,4,,2,6,3,,11,9,13,17,21,27,17,33,28,19,21,9,4,1,,,
2019-06-19,6,,,4,2,4,3,5,7,16,15,20,18,27,29,28,24,15,12,6,,,,
2019-06-20,12,2,2,2,4,6,4,6,6,11,10,20,31,13,25,32,29,21,17,1,,1,,
2019-06-21,7,,1,2,5,9,4,10,6,11,12,18,22,22,16,19,22,5,10,1,,,,
2019-06-22,6,1,,3,1,7,6,1,9,5,13,18,23,22,28,23,16,11,6,3,,,,
2019-06-23,3,,,1,2,6,5,8,9,14,14,16,8,18,23,27,14,12,5,1,,,,
2019-06-24,6,3,1,,1,2,5,5,7,13,14,16,26,16,17,16,13,13,5,,,1,,
2019-06-25,9,,,,3,2,4,6,8,7,13,9,30,26,19,14,11,11,6,2,,,,
2019-06-26,10,,1,4,1,4,3,9,4,15,10,13,18,20,19,11,10,17,3,1,,,,
2019-06-27,7,,3,1,2,7,8,4,5,9,12,15,14,15,19,4,16,12,5,3,,,,
2019-06-28,7,4,,3,5,3,3,3,10,13,12,21,14,24,21,26,9,15,1,1,,,,
2019-06-29,3,1,1,1,5,2,5,4,7,10,11,16,16,14,19,13,18,12,5,2,,,,
2019-06-30,6,,1,,2,7,5,6,5,8,12,16,17,12,21,21,12,13,7,1,,,,
2019-07-01,6,,,2,3,7,4,2,11,17,13,22,15,29,19,20,14,10,6,1,,,,
2019-07-02,7,,1,2,1,6,5,7,6,9,18,19,14,12,17,16,12,9,4,1,,,,
2019-07-03,2,,,6,4,4,2,3,2,9,15,16,12,16,14,6,10,11,2,3,,,,
2019-07-04,9,,1,2,5,3,3,9,2,14,9,9,14,10,17,16,21,6,2,3,,,,
2019-07-05,7,2,2,,3,1,7,11,6,10,8,15,14,15,12,17,12,10,7,2,,,,
2019-07-06,1,2,,2,3,4,1,3,8,12,12,14,15,25,11,18,7,11,4,1,,1,,
2019-07-07,4,,1,,2,7,7,5,8,7,9,15,15,17,17,17,16,8,5,2,,,,
2019-07-08,10,,,1,3,3,3,4,8,9,13,20,13,17,25,15,17,10,5,1,,,,
