Date,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
22-01-2016,165.0191722,151.0432585,219.7523423,165.0191722,165.0191722,19.81740734,19.81740734,19.81740734,-0.551400635,-0.551400635,-0.551400635,20.36880798,20.36880798,20.36880798,0,0,0,184.8365796
23-01-2016,164.9987518,150.5253629,215.936322,164.9987518,164.9987518,18.41444207,18.41444207,18.41444207,-1.705808472,-1.705808472,-1.705808472,20.12025055,20.12025055,20.12025055,0,0,0,183.4131939
24-01-2016,164.9783313,149.1437728,216.6814769,164.9783313,164.9783313,17.02439781,17.02439781,17.02439781,-2.565063118,-2.565063118,-2.565063118,19.58946092,19.58946092,19.58946092,0,0,0,182.0027291
25-01-2016,164.9579109,156.8286076,219.1125466,164.9579109,164.9579109,22.87310741,22.87310741,22.87310741,4.066748034,4.066748034,4.066748034,18.80635938,18.80635938,18.80635938,0,0,0,187.8310183
26-01-2016,164.9374905,151.2726239,217.1774878,164.9374905,164.9374905,19.03839745,19.03839745,19.03839745,1.219205056,1.219205056,1.219205056,17.8191924,17.8191924,17.8191924,0,0,0,183.9758879
27-01-2016,164.91707,146.8930602,214.3935609,164.91707,164.91707,16.59558719,16.59558719,16.59558719,-0.093470163,-0.093470163,-0.093470163,16.68905735,16.68905735,16.68905735,0,0,0,181.5126572
28-01-2016,164.8966496,147.444241,214.2140467,164.8966496,164.8966496,15.11328414,15.11328414,15.11328414,-0.370210702,-0.370210702,-0.370210702,15.48349484,15.48349484,15.48349484,0,0,0,180.0099337
29-01-2016,164.8762292,145.2705107,211.4450647,164.8762292,164.8762292,13.71847396,13.71847396,13.71847396,-0.551400635,-0.551400635,-0.551400635,14.2698746,14.2698746,14.2698746,0,0,0,178.5947031
30-01-2016,164.8558087,140.9723076,208.7118459,164.8558087,164.8558087,11.40347733,11.40347733,11.40347733,-1.705808472,-1.705808472,-1.705808472,13.10928581,13.10928581,13.10928581,0,0,0,176.2592861
31-01-2016,164.8353883,140.5160625,207.8723894,164.8353883,164.8353883,9.486486211,9.486486211,9.486486211,-2.565063118,-2.565063118,-2.565063118,12.05154933,12.05154933,12.05154933,0,0,0,174.3218745
01-02-2016,164.8149678,145.7713518,214.3275129,164.8149678,164.8149678,15.1985575,15.1985575,15.1985575,4.066748034,4.066748034,4.066748034,11.13180946,11.13180946,11.13180946,0,0,0,180.0135253
02-02-2016,164.7945474,143.0580173,210.8379887,164.7945474,164.7945474,11.58816379,11.58816379,11.58816379,1.219205056,1.219205056,1.219205056,10.36895873,10.36895873,10.36895873,0,0,0,176.3827112
03-02-2016,164.774127,139.9184551,206.5983291,164.774127,164.774127,9.672454945,9.672454945,9.672454945,-0.093470163,-0.093470163,-0.093470163,9.765925108,9.765925108,9.765925108,0,0,0,174.4465819
04-02-2016,164.7537065,140.8247525,209.7940903,164.7537065,164.7537065,8.94142376,8.94142376,8.94142376,-0.370210702,-0.370210702,-0.370210702,9.311634462,9.311634462,9.311634462,0,0,0,173.6951303
05-02-2016,164.7332861,142.0305154,206.3396375,164.7332861,164.7332861,8.432876374,8.432876374,8.432876374,-0.551400635,-0.551400635,-0.551400635,8.984277009,8.984277009,8.984277009,0,0,0,173.1661625
06-02-2016,164.7128657,137.8711155,206.6042053,164.7128657,164.7128657,7.049567392,7.049567392,7.049567392,-1.705808472,-1.705808472,-1.705808472,8.755375864,8.755375864,8.755375864,0,0,0,171.762433
07-02-2016,164.6924452,137.5066507,200.9529347,164.6924452,164.6924452,6.029029161,6.029029161,6.029029161,-2.565063118,-2.565063118,-2.565063118,8.594092279,8.594092279,8.594092279,0,0,0,170.7214744
08-02-2016,164.6720248,143.9535272,209.4763301,164.6720248,164.6720248,12.53795899,12.53795899,12.53795899,4.066748034,4.066748034,4.066748034,8.471210956,8.471210956,8.471210956,0,0,0,177.2099838
09-02-2016,164.6516043,140.3784945,207.4074168,164.6516043,164.6516043,9.581531484,9.581531484,9.581531484,1.219205056,1.219205056,1.219205056,8.362326427,8.362326427,8.362326427,0,0,0,174.2331358
10-02-2016,164.6311839,138.0756595,206.8547273,164.6311839,164.6311839,8.156415764,8.156415764,8.156415764,-0.093470163,-0.093470163,-0.093470163,8.249885927,8.249885927,8.249885927,0,0,0,172.7875997
11-02-2016,164.6107635,138.7239379,204.9809192,164.6107635,164.6107635,7.753706048,7.753706048,7.753706048,-0.370210702,-0.370210702,-0.370210702,8.12391675,8.12391675,8.12391675,0,0,0,172.3644695
12-02-2016,164.590343,138.7668295,204.0081222,164.590343,164.590343,7.4300532,7.4300532,7.4300532,-0.551400635,-0.551400635,-0.551400635,7.981453836,7.981453836,7.981453836,0,0,0,172.0203962
13-02-2016,164.5699226,139.2822166,205.6187065,164.5699226,164.5699226,6.119053397,6.119053397,6.119053397,-1.705808472,-1.705808472,-1.705808472,7.824861869,7.824861869,7.824861869,0,0,0,170.688976
14-02-2016,164.5495022,136.6223548,202.0696702,164.5495022,164.5495022,5.094329573,5.094329573,5.094329573,-2.565063118,-2.565063118,-2.565063118,7.659392691,7.659392691,7.659392691,0,0,0,169.6438317
15-02-2016,164.5290817,142.0192672,207.5867152,164.5290817,164.5290817,11.55716299,11.55716299,11.55716299,4.066748034,4.066748034,4.066748034,7.490414952,7.490414952,7.490414952,0,0,0,176.0862447
16-02-2016,164.5086613,141.0103168,204.7785086,164.5086613,164.5086613,8.539992076,8.539992076,8.539992076,1.219205056,1.219205056,1.219205056,7.320787019,7.320787019,7.320787019,0,0,0,173.0486534
17-02-2016,164.4882409,138.5551898,205.1848746,164.4882409,164.4882409,7.055342342,7.055342342,7.055342342,-0.093470163,-0.093470163,-0.093470163,7.148812505,7.148812505,7.148812505,0,0,0,171.5435832
18-02-2016,164.4678204,137.6199045,206.4473624,164.4678204,164.4678204,6.596914632,6.596914632,6.596914632,-0.370210702,-0.370210702,-0.370210702,6.967125334,6.967125334,6.967125334,0,0,0,171.0647351
19-02-2016,164.4474,135.0656206,204.9527357,164.4474,164.4474,6.21131002,6.21131002,6.21131002,-0.551400635,-0.551400635,-0.551400635,6.762710655,6.762710655,6.762710655,0,0,0,170.65871
20-02-2016,164.4269796,137.0529275,204.1947594,164.4269796,164.4269796,4.812289576,4.812289576,4.812289576,-1.705808472,-1.705808472,-1.705808472,6.518098048,6.518098048,6.518098048,0,0,0,169.2392691
21-02-2016,164.4065591,133.6405437,202.6709634,164.4065591,164.4065591,3.648523969,3.648523969,3.648523969,-2.565063118,-2.565063118,-2.565063118,6.213587087,6.213587087,6.213587087,0,0,0,168.0550831
22-02-2016,164.3861387,139.967225,205.9884745,164.3861387,164.3861387,9.89695407,9.89695407,9.89695407,4.066748034,4.066748034,4.066748034,5.830206037,5.830206037,5.830206037,0,0,0,174.2830928
23-02-2016,164.3657183,136.3860838,203.2694635,164.3657183,164.3657183,6.572188908,6.572188908,6.572188908,1.219205056,1.219205056,1.219205056,5.352983851,5.352983851,5.352983851,0,0,0,170.9379072
24-02-2016,164.3452978,135.7069864,205.5020593,164.3452978,164.3452978,4.680580365,4.680580365,4.680580365,-0.093470163,-0.093470163,-0.093470163,4.774050528,4.774050528,4.774050528,0,0,0,169.0258782
25-02-2016,164.3248774,133.6877041,202.7378649,164.3248774,164.3248774,3.724870249,3.724870249,3.724870249,-0.370210702,-0.370210702,-0.370210702,4.095080951,4.095080951,4.095080951,0,0,0,168.0497476
26-02-2016,164.304457,133.2389892,199.9941503,164.304457,164.304457,2.777263517,2.777263517,2.777263517,-0.551400635,-0.551400635,-0.551400635,3.328664152,3.328664152,3.328664152,0,0,0,167.0817205
27-02-2016,164.2840365,130.7073732,202.5076768,164.2840365,164.2840365,0.792497824,0.792497824,0.792497824,-1.705808472,-1.705808472,-1.705808472,2.498306296,2.498306296,2.498306296,0,0,0,165.0765343
28-02-2016,164.2636161,129.1795475,197.3021765,164.2636161,164.2636161,-0.928116493,-0.928116493,-0.928116493,-2.565063118,-2.565063118,-2.565063118,1.636946625,1.636946625,1.636946625,0,0,0,163.3354996
29-02-2016,164.2431957,136.0291295,201.2656443,164.2431957,164.2431957,4.850808214,4.850808214,4.850808214,4.066748034,4.066748034,4.066748034,0.78406018,0.78406018,0.78406018,0,0,0,169.0940039
01-03-2016,164.2227752,132.7644284,198.5514408,164.2227752,164.2227752,1.200819737,1.200819737,1.200819737,1.219205056,1.219205056,1.219205056,-0.018385319,-0.018385319,-0.018385319,0,0,0,165.423595
02-03-2016,164.2023548,132.4676357,193.6017331,164.2023548,164.2023548,-0.824153599,-0.824153599,-0.824153599,-0.093470163,-0.093470163,-0.093470163,-0.730683436,-0.730683436,-0.730683436,0,0,0,163.3782012
03-03-2016,164.1819344,131.5940666,194.7220727,164.1819344,164.1819344,-1.690510355,-1.690510355,-1.690510355,-0.370210702,-0.370210702,-0.370210702,-1.320299653,-1.320299653,-1.320299653,0,0,0,162.491424
04-03-2016,164.1615139,128.6812558,193.3215327,164.1615139,164.1615139,-2.317731302,-2.317731302,-2.317731302,-0.551400635,-0.551400635,-0.551400635,-1.766330667,-1.766330667,-1.766330667,0,0,0,161.8437826
05-03-2016,164.1410935,126.7915047,195.5591932,164.1410935,164.1410935,-3.768733537,-3.768733537,-3.768733537,-1.705808472,-1.705808472,-1.705808472,-2.062925065,-2.062925065,-2.062925065,0,0,0,160.37236
06-03-2016,164.1206731,125.6864148,191.400611,164.1206731,164.1206731,-4.786236706,-4.786236706,-4.786236706,-2.565063118,-2.565063118,-2.565063118,-2.221173588,-2.221173588,-2.221173588,0,0,0,159.3344364
07-03-2016,164.1002526,132.0915816,200.0256864,164.1002526,164.1002526,1.797609718,1.797609718,1.797609718,4.066748034,4.066748034,4.066748034,-2.269138316,-2.269138316,-2.269138316,0,0,0,165.8978623
08-03-2016,164.0798322,129.4741789,198.1192815,164.0798322,164.0798322,-1.030694356,-1.030694356,-1.030694356,1.219205056,1.219205056,1.219205056,-2.249899413,-2.249899413,-2.249899413,0,0,0,163.0491378
09-03-2016,164.0594118,128.1877077,193.6208408,164.0594118,164.0594118,-2.311201747,-2.311201747,-2.311201747,-0.093470163,-0.093470163,-0.093470163,-2.217731584,-2.217731584,-2.217731584,0,0,0,161.74821
10-03-2016,164.0389913,126.8639204,191.8436832,164.0389913,164.0389913,-2.602963214,-2.602963214,-2.602963214,-0.370210702,-0.370210702,-0.370210702,-2.232752513,-2.232752513,-2.232752513,0,0,0,161.4360281
11-03-2016,164.0185709,128.7087348,197.4997402,164.0185709,164.0185709,-2.905984758,-2.905984758,-2.905984758,-0.551400635,-0.551400635,-0.551400635,-2.354584123,-2.354584123,-2.354584123,0,0,0,161.1125861
12-03-2016,163.9981505,126.6569116,193.8509331,163.9981505,163.9981505,-4.341518061,-4.341518061,-4.341518061,-1.705808472,-1.705808472,-1.705808472,-2.635709589,-2.635709589,-2.635709589,0,0,0,159.6566324
13-03-2016,163.97773,126.8964832,191.1027543,163.97773,163.97773,-5.680338468,-5.680338468,-5.680338468,-2.565063118,-2.565063118,-2.565063118,-3.11527535,-3.11527535,-3.11527535,0,0,0,158.2973916
14-03-2016,163.9573096,130.2907914,196.8846275,163.9573096,163.9573096,0.25268034,0.25268034,0.25268034,4.066748034,4.066748034,4.066748034,-3.814067693,-3.814067693,-3.814067693,0,0,0,164.2099899
15-03-2016,163.9368892,125.9421687,195.5796539,163.9368892,163.9368892,-3.512081975,-3.512081975,-3.512081975,1.219205056,1.219205056,1.219205056,-4.731287032,-4.731287032,-4.731287032,0,0,0,160.4248072
16-03-2016,163.9164687,122.6700177,190.1941742,163.9164687,163.9164687,-5.937029905,-5.937029905,-5.937029905,-0.093470163,-0.093470163,-0.093470163,-5.843559742,-5.843559742,-5.843559742,0,0,0,157.9794388
17-03-2016,163.8960483,122.2698163,189.2525648,163.8960483,163.8960483,-7.476597146,-7.476597146,-7.476597146,-0.370210702,-0.370210702,-0.370210702,-7.106386444,-7.106386444,-7.106386444,0,0,0,156.4194511
18-03-2016,163.8756279,119.8033148,187.9006091,163.8756279,163.8756279,-9.009354164,-9.009354164,-9.009354164,-0.551400635,-0.551400635,-0.551400635,-8.457953529,-8.457953529,-8.457953529,0,0,0,154.8662737
19-03-2016,163.8552074,120.4018419,187.3520131,163.8552074,163.8552074,-11.53077086,-11.53077086,-11.53077086,-1.705808472,-1.705808472,-1.705808472,-9.824962386,-9.824962386,-9.824962386,0,0,0,152.3244366
20-03-2016,163.834787,117.6876414,183.7034151,163.834787,163.834787,-13.69495318,-13.69495318,-13.69495318,-2.565063118,-2.565063118,-2.565063118,-11.12989006,-11.12989006,-11.12989006,0,0,0,150.1398338
21-03-2016,163.8143666,119.8578707,189.0624412,163.8143666,163.8143666,-8.232166684,-8.232166684,-8.232166684,4.066748034,4.066748034,4.066748034,-12.29891472,-12.29891472,-12.29891472,0,0,0,155.5821999
22-03-2016,163.7939461,121.7140357,185.3250277,163.7939461,163.7939461,-12.05043695,-12.05043695,-12.05043695,1.219205056,1.219205056,1.219205056,-13.269642,-13.269642,-13.269642,0,0,0,151.7435092
23-03-2016,163.7735257,116.2481156,186.0377079,163.7735257,163.7735257,-14.09123757,-14.09123757,-14.09123757,-0.093470163,-0.093470163,-0.093470163,-13.99776741,-13.99776741,-13.99776741,0,0,0,149.6822881
24-03-2016,163.7531053,114.3311861,184.7856497,163.7531053,163.7531053,-14.83211849,-14.83211849,-14.83211849,-0.370210702,-0.370210702,-0.370210702,-14.46190779,-14.46190779,-14.46190779,0,0,0,148.9209868
25-03-2016,163.7326848,114.8624646,181.2536812,163.7326848,163.7326848,-15.21742368,-15.21742368,-15.21742368,-0.551400635,-0.551400635,-0.551400635,-14.66602304,-14.66602304,-14.66602304,0,0,0,148.5152611
26-03-2016,163.7122644,113.1286071,180.7816812,163.7122644,163.7122644,-16.34491609,-16.34491609,-16.34491609,-1.705808472,-1.705808472,-1.705808472,-14.63910762,-14.63910762,-14.63910762,0,0,0,147.3673483
27-03-2016,163.691844,111.0915636,182.6702594,163.691844,163.691844,-16.99719501,-16.99719501,-16.99719501,-2.565063118,-2.565063118,-2.565063118,-14.43213189,-14.43213189,-14.43213189,0,0,0,146.694649
28-03-2016,163.6714235,119.9919185,187.379273,163.6714235,163.6714235,-10.04577539,-10.04577539,-10.04577539,4.066748034,4.066748034,4.066748034,-14.11252343,-14.11252343,-14.11252343,0,0,0,153.6256481
29-03-2016,163.6510031,117.9568029,182.9354056,163.6510031,163.6510031,-12.53755561,-12.53755561,-12.53755561,1.219205056,1.219205056,1.219205056,-13.75676067,-13.75676067,-13.75676067,0,0,0,151.1134475
30-03-2016,163.6305827,117.544651,185.012328,163.6305827,163.6305827,-13.53534551,-13.53534551,-13.53534551,-0.093470163,-0.093470163,-0.093470163,-13.44187535,-13.44187535,-13.44187535,0,0,0,150.0952371
31-03-2016,163.6101622,115.8869094,181.9747103,163.6101622,163.6101622,-13.60700776,-13.60700776,-13.60700776,-0.370210702,-0.370210702,-0.370210702,-13.23679706,-13.23679706,-13.23679706,0,0,0,150.0031545
01-04-2016,163.5897418,117.1287016,184.5076375,163.5897418,163.5897418,-13.74590805,-13.74590805,-13.74590805,-0.551400635,-0.551400635,-0.551400635,-13.19450742,-13.19450742,-13.19450742,0,0,0,149.8438337
02-04-2016,163.5693214,116.4531746,181.5002061,163.5693214,163.5693214,-15.05170419,-15.05170419,-15.05170419,-1.705808472,-1.705808472,-1.705808472,-13.34589572,-13.34589572,-13.34589572,0,0,0,148.5176172
03-04-2016,163.5489009,114.3920844,181.6170126,163.5489009,163.5489009,-16.26109338,-16.26109338,-16.26109338,-2.565063118,-2.565063118,-2.565063118,-13.69603026,-13.69603026,-13.69603026,0,0,0,147.2878075
04-04-2016,163.5284805,117.9769597,189.3986589,163.5284805,163.5284805,-10.15654975,-10.15654975,-10.15654975,4.066748034,4.066748034,4.066748034,-14.22329779,-14.22329779,-14.22329779,0,0,0,153.3719307
05-04-2016,163.5080601,115.6241037,182.5992793,163.5080601,163.5080601,-13.66234128,-13.66234128,-13.66234128,1.219205056,1.219205056,1.219205056,-14.88154634,-14.88154634,-14.88154634,0,0,0,149.8457188
06-04-2016,163.4876396,115.6289204,180.8153776,163.4876396,163.4876396,-15.69849968,-15.69849968,-15.69849968,-0.093470163,-0.093470163,-0.093470163,-15.60502952,-15.60502952,-15.60502952,0,0,0,147.7891399
07-04-2016,163.4672192,112.0405886,181.4695146,163.4672192,163.4672192,-16.68584182,-16.68584182,-16.68584182,-0.370210702,-0.370210702,-0.370210702,-16.31563112,-16.31563112,-16.31563112,0,0,0,146.7813774
08-04-2016,163.4467988,111.9257736,180.8997544,163.4467988,163.4467988,-17.48298496,-17.48298496,-17.48298496,-0.551400635,-0.551400635,-0.551400635,-16.93158433,-16.93158433,-16.93158433,0,0,0,145.9638138
09-04-2016,163.4263783,111.4018875,179.857557,163.4263783,163.4263783,-19.08252947,-19.08252947,-19.08252947,-1.705808472,-1.705808472,-1.705808472,-17.376721,-17.376721,-17.376721,0,0,0,144.3438489
10-04-2016,163.4059579,109.2718636,176.0380168,163.4059579,163.4059579,-20.15427759,-20.15427759,-20.15427759,-2.565063118,-2.565063118,-2.565063118,-17.58921447,-17.58921447,-17.58921447,0,0,0,143.2516803
11-04-2016,163.3855375,115.176977,183.1536427,163.3855375,163.3855375,-13.46207655,-13.46207655,-13.46207655,4.066748034,4.066748034,4.066748034,-17.52882458,-17.52882458,-17.52882458,0,0,0,149.9234609
12-04-2016,163.365117,114.3530465,182.0167542,163.365117,163.365117,-15.96260628,-15.96260628,-15.96260628,1.219205056,1.219205056,1.219205056,-17.18181134,-17.18181134,-17.18181134,0,0,0,147.4025107
13-04-2016,163.3446966,112.8640942,183.0406683,163.3446966,163.3446966,-16.65640868,-16.65640868,-16.65640868,-0.093470163,-0.093470163,-0.093470163,-16.56293851,-16.56293851,-16.56293851,0,0,0,146.6882879
14-04-2016,163.3242762,113.2271573,181.7532174,163.3242762,163.3242762,-16.08452209,-16.08452209,-16.08452209,-0.370210702,-0.370210702,-0.370210702,-15.71431139,-15.71431139,-15.71431139,0,0,0,147.2397541
15-04-2016,163.3038557,112.3158627,182.874955,163.3038557,163.3038557,-15.2525493,-15.2525493,-15.2525493,-0.551400635,-0.551400635,-0.551400635,-14.70114866,-14.70114866,-14.70114866,0,0,0,148.0513064
16-04-2016,163.2834353,114.6848603,183.1837704,163.2834353,163.2834353,-15.31074512,-15.31074512,-15.31074512,-1.705808472,-1.705808472,-1.705808472,-13.60493664,-13.60493664,-13.60493664,0,0,0,147.9726902
17-04-2016,163.2630149,114.996429,179.6876649,163.2630149,163.2630149,-15.07977744,-15.07977744,-15.07977744,-2.565063118,-2.565063118,-2.565063118,-12.51471432,-12.51471432,-12.51471432,0,0,0,148.1832374
18-04-2016,163.2425945,122.6198931,189.4516225,163.2425945,163.2425945,-7.450708183,-7.450708183,-7.450708183,4.066748034,4.066748034,4.066748034,-11.51745622,-11.51745622,-11.51745622,0,0,0,155.7918863
19-04-2016,163.222174,120.3539161,185.7533013,163.222174,163.222174,-9.469424813,-9.469424813,-9.469424813,1.219205056,1.219205056,1.219205056,-10.68862987,-10.68862987,-10.68862987,0,0,0,153.7527492
20-04-2016,163.2017536,118.7327056,186.8109525,163.2017536,163.2017536,-10.17746338,-10.17746338,-10.17746338,-0.093470163,-0.093470163,-0.093470163,-10.08399321,-10.08399321,-10.08399321,0,0,0,153.0242902
21-04-2016,163.1813332,119.1953564,186.5944431,163.1813332,163.1813332,-10.10377412,-10.10377412,-10.10377412,-0.370210702,-0.370210702,-0.370210702,-9.733563414,-9.733563414,-9.733563414,0,0,0,153.0775591
22-04-2016,163.1609127,116.9317381,188.1225685,163.1609127,163.1609127,-10.1898483,-10.1898483,-10.1898483,-0.551400635,-0.551400635,-0.551400635,-9.638447665,-9.638447665,-9.638447665,0,0,0,152.9710644
23-04-2016,163.1404923,118.7527685,184.7733487,163.1404923,163.1404923,-11.47671267,-11.47671267,-11.47671267,-1.705808472,-1.705808472,-1.705808472,-9.770904202,-9.770904202,-9.770904202,0,0,0,151.6637796
24-04-2016,163.1200719,116.5368605,183.3399628,163.1200719,163.1200719,-12.64269777,-12.64269777,-12.64269777,-2.565063118,-2.565063118,-2.565063118,-10.07763466,-10.07763466,-10.07763466,0,0,0,150.4773741
25-04-2016,163.0996515,120.752476,190.4527263,163.0996515,163.0996515,-6.419190634,-6.419190634,-6.419190634,4.066748034,4.066748034,4.066748034,-10.48593867,-10.48593867,-10.48593867,0,0,0,156.6804608
26-04-2016,163.079231,118.3764615,185.5616366,163.079231,163.079231,-9.69282582,-9.69282582,-9.69282582,1.219205056,1.219205056,1.219205056,-10.91203088,-10.91203088,-10.91203088,0,0,0,153.3864052
27-04-2016,163.0588106,116.8792705,188.853697,163.0588106,163.0588106,-11.36403772,-11.36403772,-11.36403772,-0.093470163,-0.093470163,-0.093470163,-11.27056756,-11.27056756,-11.27056756,0,0,0,151.6947729
28-04-2016,163.0383902,113.5451907,184.6414914,163.0383902,163.0383902,-11.85449588,-11.85449588,-11.85449588,-0.370210702,-0.370210702,-0.370210702,-11.48428518,-11.48428518,-11.48428518,0,0,0,151.1838943
29-04-2016,163.0179697,113.4176784,182.3638559,163.0179697,163.0179697,-12.04403456,-12.04403456,-12.04403456,-0.551400635,-0.551400635,-0.551400635,-11.49263392,-11.49263392,-11.49263392,0,0,0,150.9739352
30-04-2016,162.9975493,114.9126805,185.6707725,162.9975493,162.9975493,-12.96420776,-12.96420776,-12.96420776,-1.705808472,-1.705808472,-1.705808472,-11.25839929,-11.25839929,-11.25839929,0,0,0,150.0333415
01-05-2016,162.9771289,115.3715287,182.8773106,162.9771289,162.9771289,-13.33659619,-13.33659619,-13.33659619,-2.565063118,-2.565063118,-2.565063118,-10.77153307,-10.77153307,-10.77153307,0,0,0,149.6405327
02-05-2016,162.9567085,124.5574179,189.0740183,162.9567085,162.9567085,-5.982987849,-5.982987849,-5.982987849,4.066748034,4.066748034,4.066748034,-10.04973588,-10.04973588,-10.04973588,0,0,0,156.9737206
03-05-2016,162.936288,121.3516921,189.0054103,162.936288,162.936288,-7.916506524,-7.916506524,-7.916506524,1.219205056,1.219205056,1.219205056,-9.135711581,-9.135711581,-9.135711581,0,0,0,155.0197815
04-05-2016,162.9158676,121.4784304,187.4050962,162.9158676,162.9158676,-8.184875456,-8.184875456,-8.184875456,-0.093470163,-0.093470163,-0.093470163,-8.091405293,-8.091405293,-8.091405293,0,0,0,154.7309921
05-05-2016,162.8954472,121.6296816,187.643432,162.8954472,162.8954472,-7.360107815,-7.360107815,-7.360107815,-0.370210702,-0.370210702,-0.370210702,-6.989897114,-6.989897114,-6.989897114,0,0,0,155.5353393
06-05-2016,162.8750267,121.5916816,191.5900292,162.8750267,162.8750267,-6.457310193,-6.457310193,-6.457310193,-0.551400635,-0.551400635,-0.551400635,-5.905909558,-5.905909558,-5.905909558,0,0,0,156.4177165
07-05-2016,162.8546063,121.8557464,187.991939,162.8546063,162.8546063,-6.611873538,-6.611873538,-6.611873538,-1.705808472,-1.705808472,-1.705808472,-4.906065066,-4.906065066,-4.906065066,0,0,0,156.2427328
08-05-2016,162.8341859,122.0193657,191.008067,162.8341859,162.8341859,-6.605140465,-6.605140465,-6.605140465,-2.565063118,-2.565063118,-2.565063118,-4.040077346,-4.040077346,-4.040077346,0,0,0,156.2290454
09-05-2016,162.8137655,132.6300678,198.6974138,162.8137655,162.8137655,0.732778237,0.732778237,0.732778237,4.066748034,4.066748034,4.066748034,-3.333969797,-3.333969797,-3.333969797,0,0,0,163.5465437
10-05-2016,162.793345,126.192113,194.6536934,162.793345,162.793345,-1.566988597,-1.566988597,-1.566988597,1.219205056,1.219205056,1.219205056,-2.786193653,-2.786193653,-2.786193653,0,0,0,161.2263564
11-05-2016,162.7729246,128.3410003,193.8198543,162.7729246,162.7729246,-2.460661555,-2.460661555,-2.460661555,-0.093470163,-0.093470163,-0.093470163,-2.367191392,-2.367191392,-2.367191392,0,0,0,160.312263
12-05-2016,162.7525042,128.4782495,197.5265887,162.7525042,162.7525042,-2.392763724,-2.392763724,-2.392763724,-0.370210702,-0.370210702,-0.370210702,-2.022553023,-2.022553023,-2.022553023,0,0,0,160.3597404
13-05-2016,162.7320837,125.6205002,194.6581029,162.7320837,162.7320837,-2.230889819,-2.230889819,-2.230889819,-0.551400635,-0.551400635,-0.551400635,-1.679489183,-1.679489183,-1.679489183,0,0,0,160.5011939
14-05-2016,162.7116633,126.1806908,191.7507957,162.7116633,162.7116633,-2.961752182,-2.961752182,-2.961752182,-1.705808472,-1.705808472,-1.705808472,-1.25594371,-1.25594371,-1.25594371,0,0,0,159.7499111
15-05-2016,162.6912429,127.8405883,192.0917728,162.6912429,162.6912429,-3.236399627,-3.236399627,-3.236399627,-2.565063118,-2.565063118,-2.565063118,-0.671336508,-0.671336508,-0.671336508,0,0,0,159.4548433
16-05-2016,162.6708224,131.8175505,201.3944869,162.6708224,162.6708224,4.209043303,4.209043303,4.209043303,4.066748034,4.066748034,4.066748034,0.14229527,0.14229527,0.14229527,0,0,0,166.8798658
17-05-2016,162.650402,130.300044,198.3631091,162.650402,162.650402,2.449280583,2.449280583,2.449280583,1.219205056,1.219205056,1.219205056,1.230075527,1.230075527,1.230075527,0,0,0,165.0996826
18-05-2016,162.6299816,130.7846054,200.650257,162.6299816,162.6299816,2.512770516,2.512770516,2.512770516,-0.093470163,-0.093470163,-0.093470163,2.606240679,2.606240679,2.606240679,0,0,0,165.1427521
19-05-2016,162.6095612,136.0429284,200.7206827,162.6095612,162.6095612,3.879097147,3.879097147,3.879097147,-0.370210702,-0.370210702,-0.370210702,4.249307849,4.249307849,4.249307849,0,0,0,166.4886583
20-05-2016,162.5891407,134.1664022,200.1562443,162.5891407,162.5891407,5.549767263,5.549767263,5.549767263,-0.551400635,-0.551400635,-0.551400635,6.101167898,6.101167898,6.101167898,0,0,0,168.138908
21-05-2016,162.5687203,135.2378389,201.116847,162.5687203,162.5687203,6.36457729,6.36457729,6.36457729,-1.705808472,-1.705808472,-1.705808472,8.070385762,8.070385762,8.070385762,0,0,0,168.9332976
22-05-2016,162.5482999,136.5879515,201.7527239,162.5482999,162.5482999,7.474457656,7.474457656,7.474457656,-2.565063118,-2.565063118,-2.565063118,10.03952077,10.03952077,10.03952077,0,0,0,170.0227575
23-05-2016,162.5278794,144.0421231,209.9127928,162.5278794,162.5278794,15.94256584,15.94256584,15.94256584,4.066748034,4.066748034,4.066748034,11.8758178,11.8758178,11.8758178,0,0,0,178.4704453
24-05-2016,162.507459,143.1804119,211.5751925,162.507459,162.507459,14.66342322,14.66342322,14.66342322,1.219205056,1.219205056,1.219205056,13.44421816,13.44421816,13.44421816,0,0,0,177.1708822
25-05-2016,162.4870386,141.7097468,212.4082988,162.4870386,162.4870386,14.52787355,14.52787355,14.52787355,-0.093470163,-0.093470163,-0.093470163,14.62134371,14.62134371,14.62134371,0,0,0,177.0149121
26-05-2016,162.4666182,143.6351609,209.0392909,162.4666182,162.4666182,14.93874339,14.93874339,14.93874339,-0.370210702,-0.370210702,-0.370210702,15.3089541,15.3089541,15.3089541,0,0,0,177.4053616
27-05-2016,162.4461977,142.4590556,210.9079834,162.4461977,162.4461977,14.8939847,14.8939847,14.8939847,-0.551400635,-0.551400635,-0.551400635,15.44538534,15.44538534,15.44538534,0,0,0,177.3401824
28-05-2016,162.4257773,142.3113363,208.1201279,162.4257773,162.4257773,13.30784323,13.30784323,13.30784323,-1.705808472,-1.705808472,-1.705808472,15.0136517,15.0136517,15.0136517,0,0,0,175.7336205
