Date,Male,Female,Total
11-12-2012,55,36,91
12-12-2012,64,45,109
13-12-2012,57,29,86
14-12-2012,55,46,101
15-12-2012,54,45,99
16-12-2012,60,30,90
17-12-2012,52,51,103
18-12-2012,68,27,95
19-12-2012,66,35,101
20-12-2012,65,44,109
21-12-2012,67,42,109
22-12-2012,70,32,102
23-12-2012,46,39,85
24-12-2012,66,39,105
25-12-2012,50,37,87
26-12-2012,53,41,94
27-12-2012,85,38,123
28-12-2012,61,41,102
29-12-2012,73,39,112
30-12-2012,67,47,114
31-12-2012,67,40,107
01-01-2013,68,43,111
02-01-2013,66,50,116
03-01-2013,86,44,130
04-01-2013,90,47,137
05-01-2013,84,37,121
06-01-2013,93,50,143
07-01-2013,82,59,141
08-01-2013,77,51,128
09-01-2013,93,51,144
10-01-2013,87,51,138
11-01-2013,77,45,122
12-01-2013,69,54,123
13-01-2013,75,48,123
14-01-2013,88,49,137
15-01-2013,88,36,124
16-01-2013,76,38,114
17-01-2013,76,53,129
18-01-2013,71,57,128
19-01-2013,69,47,116
20-01-2013,69,50,119
21-01-2013,57,46,103
22-01-2013,54,35,89
23-01-2013,63,36,99
24-01-2013,72,45,117
25-01-2013,75,39,114
26-01-2013,81,39,120
27-01-2013,70,45,115
28-01-2013,67,41,108
29-01-2013,76,53,129
30-01-2013,67,45,112
31-01-2013,69,45,114
01-02-2013,64,48,112
02-02-2013,62,52,114
03-02-2013,69,27,96
04-02-2013,51,55,106
05-02-2013,67,35,102
06-02-2013,81,26,107
07-02-2013,62,51,113
08-02-2013,75,41,116
09-02-2013,47,38,85
10-02-2013,73,37,110
11-02-2013,68,49,117
12-02-2013,77,45,122
13-02-2013,61,36,97
14-02-2013,70,36,106
15-02-2013,73,58,131
16-02-2013,69,34,103
17-02-2013,56,34,90
18-02-2013,59,27,86
19-02-2013,54,42,96
20-02-2013,51,47,98
21-02-2013,71,51,122
22-02-2013,75,32,107
23-02-2013,69,35,104
24-02-2013,58,42,100
25-02-2013,71,46,117
26-02-2013,67,30,97
27-02-2013,64,38,102
28-02-2013,70,43,113
01-03-2013,64,42,106
02-03-2013,53,42,95
03-03-2013,68,32,100
04-03-2013,63,43,106
05-03-2013,64,34,98
06-03-2013,68,36,104
07-03-2013,54,32,86
08-03-2013,53,27,80
09-03-2013,58,29,87
10-03-2013,63,33,96
11-03-2013,49,25,74
12-03-2013,50,23,73
13-03-2013,51,23,74
14-03-2013,53,36,89
15-03-2013,43,39,82
16-03-2013,66,29,95
17-03-2013,52,22,74
18-03-2013,48,32,80
19-03-2013,43,37,80
20-03-2013,42,26,68
21-03-2013,57,41,98
22-03-2013,66,34,100
23-03-2013,65,37,102
24-03-2013,49,27,76
25-03-2013,49,39,88
26-03-2013,44,21,65
27-03-2013,50,25,75
28-03-2013,58,30,88
29-03-2013,51,27,78
30-03-2013,50,38,88
31-03-2013,53,29,82
01-04-2013,64,38,102
02-04-2013,71,32,103
03-04-2013,62,39,101
04-04-2013,62,33,95
05-04-2013,60,26,86
06-04-2013,54,31,85
07-04-2013,56,31,87
08-04-2013,55,39,94
09-04-2013,49,36,85
10-04-2013,58,29,87
11-04-2013,54,24,78
12-04-2013,39,29,68
13-04-2013,51,30,81
14-04-2013,49,19,68
15-04-2013,36,35,71
16-04-2013,59,32,91
17-04-2013,45,29,74
18-04-2013,51,31,82
19-04-2013,51,25,76
20-04-2013,52,35,87
21-04-2013,62,32,94
22-04-2013,41,30,71
23-04-2013,50,22,72
24-04-2013,56,33,89
25-04-2013,51,28,79
26-04-2013,49,27,76
27-04-2013,55,30,85
28-04-2013,48,38,86
29-04-2013,54,33,87
30-04-2013,56,33,89
01-05-2013,36,40,76
02-05-2013,60,35,95
03-05-2013,61,36,97
04-05-2013,47,34,81
05-05-2013,63,30,93
06-05-2013,50,35,85
07-05-2013,62,33,95
08-05-2013,51,28,79
09-05-2013,78,46,124
10-05-2013,59,44,103
11-05-2013,50,36,86
12-05-2013,49,37,86
13-05-2013,63,40,103
14-05-2013,51,33,84
15-05-2013,43,26,69
16-05-2013,51,25,76
17-05-2013,54,32,86
18-05-2013,76,23,99
19-05-2013,63,32,95
20-05-2013,67,41,108
21-05-2013,51,32,83
22-05-2013,49,35,84
23-05-2013,77,42,119
24-05-2013,56,52,108
25-05-2013,82,36,118
26-05-2013,70,49,119
27-05-2013,75,49,124
28-05-2013,64,31,95
29-05-2013,57,49,106
30-05-2013,71,27,98
31-05-2013,54,27,81
01-06-2013,44,33,77
02-06-2013,63,33,96
03-06-2013,48,42,90
04-06-2013,54,35,89
05-06-2013,57,28,85
06-06-2013,58,27,85
07-06-2013,52,45,97
08-06-2013,53,44,97
09-06-2013,52,38,90
10-06-2013,58,32,90
11-06-2013,49,41,90
12-06-2013,48,29,77
13-06-2013,42,26,68
14-06-2013,56,27,83
15-06-2013,51,35,86
16-06-2013,33,20,53
17-06-2013,58,33,91
18-06-2013,50,32,82
19-06-2013,61,30,91
20-06-2013,47,31,78
21-06-2013,63,37,100
22-06-2013,47,39,86
23-06-2013,60,35,95
24-06-2013,62,32,94
25-06-2013,39,30,69
26-06-2013,50,25,75
27-06-2013,47,29,76
28-06-2013,42,32,74
29-06-2013,52,29,81
30-06-2013,58,28,86
01-07-2013,51,34,85
02-07-2013,51,37,88
03-07-2013,49,23,72
04-07-2013,54,37,91
05-07-2013,72,35,107
06-07-2013,47,36,83
07-07-2013,56,24,80
08-07-2013,64,41,105
09-07-2013,53,34,87
10-07-2013,49,26,75
11-07-2013,52,29,81
12-07-2013,52,42,94
13-07-2013,64,36,100
14-07-2013,61,35,96
15-07-2013,45,32,77
16-07-2013,72,31,103
17-07-2013,55,34,89
18-07-2013,61,38,99
19-07-2013,72,34,106
20-07-2013,55,35,90
21-07-2013,77,30,107
22-07-2013,54,29,83
23-07-2013,47,29,76
24-07-2013,63,39,102
25-07-2013,56,36,92
26-07-2013,61,38,99
27-07-2013,57,38,95
28-07-2013,50,37,87
29-07-2013,52,32,84
30-07-2013,58,48,106
31-07-2013,45,33,78
01-08-2013,55,35,90
02-08-2013,53,33,86
03-08-2013,63,40,103
04-08-2013,55,28,83
05-08-2013,66,44,110
06-08-2013,35,33,68
07-08-2013,60,43,103
08-08-2013,46,39,85
09-08-2013,66,27,93
10-08-2013,63,36,99
11-08-2013,72,30,102
12-08-2013,50,32,82
13-08-2013,62,30,92
14-08-2013,56,26,82
15-08-2013,58,34,92
16-08-2013,68,49,117
17-08-2013,75,36,111
18-08-2013,64,38,102
19-08-2013,64,29,93
20-08-2013,50,34,84
21-08-2013,46,34,80
22-08-2013,49,43,92
23-08-2013,42,30,72
24-08-2013,59,37,96
25-08-2013,63,45,108
26-08-2013,64,39,103
27-08-2013,63,36,99
28-08-2013,66,23,89
29-08-2013,54,36,90
30-08-2013,66,36,102
31-08-2013,54,36,90
01-09-2013,63,33,96
02-09-2013,61,40,101
03-09-2013,48,37,85
04-09-2013,58,36,94
05-09-2013,65,35,100
06-09-2013,56,32,88
07-09-2013,54,37,91
08-09-2013,55,31,86
09-09-2013,59,41,100
10-09-2013,62,47,109
11-09-2013,56,34,90
12-09-2013,63,43,106
13-09-2013,61,42,103
14-09-2013,53,40,93
15-09-2013,42,40,82
16-09-2013,75,43,118
17-09-2013,70,38,108
18-09-2013,52,29,81
19-09-2013,69,35,104
20-09-2013,52,30,82
21-09-2013,50,40,90
22-09-2013,56,34,90
23-09-2013,53,29,82
24-09-2013,62,30,92
25-09-2013,46,39,85
26-09-2013,51,34,85
27-09-2013,61,46,107
28-09-2013,51,40,91
29-09-2013,58,32,90
30-09-2013,45,30,75
01-10-2013,39,37,76
02-10-2013,63,43,106
03-10-2013,47,43,90
04-10-2013,53,46,99
05-10-2013,72,28,100
06-10-2013,48,37,85
07-10-2013,59,37,96
08-10-2013,50,41,91
09-10-2013,44,32,76
10-10-2013,42,38,80
11-10-2013,52,40,92
12-10-2013,56,41,97
13-10-2013,48,48,96
14-10-2013,53,45,98
15-10-2013,56,34,90
16-10-2013,51,35,86
17-10-2013,59,26,85
18-10-2013,64,31,95
19-10-2013,43,28,71
20-10-2013,72,37,109
21-10-2013,61,34,95
22-10-2013,68,43,111
23-10-2013,57,28,85
24-10-2013,73,36,109
25-10-2013,70,29,99
26-10-2013,64,42,106
27-10-2013,61,43,104
28-10-2013,63,32,95
29-10-2013,56,30,86
30-10-2013,68,51,119
31-10-2013,59,38,97
01-11-2013,49,36,85
02-11-2013,65,30,95
03-11-2013,62,29,91
04-11-2013,79,45,124
05-11-2013,72,30,102
06-11-2013,70,39,109
07-11-2013,56,39,95
08-11-2013,59,37,96
09-11-2013,70,31,101
10-11-2013,67,36,103
11-11-2013,63,43,106
12-11-2013,68,39,107
13-11-2013,71,45,116
14-11-2013,56,35,91
15-11-2013,73,35,108
16-11-2013,69,38,107
17-11-2013,71,44,115
18-11-2013,65,27,92
19-11-2013,60,38,98
20-11-2013,61,48,109
21-11-2013,72,48,120
22-11-2013,65,37,102
23-11-2013,80,48,128
24-11-2013,76,48,124
25-11-2013,65,44,109
26-11-2013,56,41,97
27-11-2013,59,39,98
28-11-2013,57,36,93
29-11-2013,69,42,111
30-11-2013,62,42,104
01-12-2013,69,47,116
02-12-2013,70,42,112
03-12-2013,57,27,84
04-12-2013,61,41,102
05-12-2013,51,45,96
06-12-2013,65,33,98
07-12-2013,77,23,100
08-12-2013,77,39,116
09-12-2013,60,37,97
10-12-2013,74,36,110
11-12-2013,60,45,105
12-12-2013,59,35,94
13-12-2013,55,30,85
14-12-2013,65,32,97
15-12-2013,54,32,86
16-12-2013,69,41,110
17-12-2013,53,46,99
18-12-2013,56,43,99
19-12-2013,53,31,84
20-12-2013,59,36,95
21-12-2013,63,30,93
22-12-2013,55,29,84
23-12-2013,53,50,103
24-12-2013,56,40,96
25-12-2013,48,37,85
26-12-2013,80,40,120
27-12-2013,53,40,93
28-12-2013,70,36,106
29-12-2013,68,39,107
30-12-2013,68,44,112
31-12-2013,56,44,100
01-01-2014,62,38,100
02-01-2014,79,43,122
03-01-2014,69,42,111
04-01-2014,66,38,104
05-01-2014,83,41,124
06-01-2014,73,47,120
07-01-2014,75,41,116
08-01-2014,67,49,116
09-01-2014,59,37,96
10-01-2014,77,68,145
11-01-2014,70,41,111
12-01-2014,69,50,119
13-01-2014,69,41,110
14-01-2014,61,37,98
15-01-2014,68,43,111
16-01-2014,87,54,141
17-01-2014,71,47,118
18-01-2014,58,38,96
19-01-2014,70,29,99
20-01-2014,56,51,107
21-01-2014,58,41,99
22-01-2014,55,34,89
23-01-2014,64,40,104
24-01-2014,54,39,93
25-01-2014,60,42,102
26-01-2014,53,52,105
27-01-2014,60,47,107
28-01-2014,70,43,113
29-01-2014,71,50,121
30-01-2014,67,39,106
31-01-2014,63,41,104
01-02-2014,61,37,98
02-02-2014,63,45,108
03-02-2014,74,37,111
04-02-2014,67,55,122
05-02-2014,58,41,99
06-02-2014,59,42,101
07-02-2014,56,47,103
08-02-2014,53,36,89
09-02-2014,50,26,76
10-02-2014,60,35,95
11-02-2014,67,43,110
12-02-2014,69,33,102
13-02-2014,55,45,100
14-02-2014,67,38,105
15-02-2014,55,33,88
16-02-2014,65,28,93
17-02-2014,58,35,93
18-02-2014,76,33,109
19-02-2014,82,46,128
20-02-2014,74,38,112
21-02-2014,79,47,126
22-02-2014,71,32,103
23-02-2014,55,35,90
24-02-2014,71,50,121
25-02-2014,76,49,125
26-02-2014,60,30,90
27-02-2014,57,41,98
28-02-2014,63,41,104
01-03-2014,57,35,92
02-03-2014,55,42,97
03-03-2014,73,32,105
04-03-2014,80,42,122
05-03-2014,55,44,99
06-03-2014,64,34,98
07-03-2014,70,37,107
08-03-2014,57,43,100
09-03-2014,48,46,94
10-03-2014,63,43,106
11-03-2014,62,32,94
12-03-2014,61,45,106
13-03-2014,67,47,114
14-03-2014,51,34,85
15-03-2014,59,39,98
16-03-2014,65,34,99
17-03-2014,71,45,116
18-03-2014,74,39,113
19-03-2014,63,36,99
20-03-2014,59,30,89
21-03-2014,60,36,96
22-03-2014,42,30,72
23-03-2014,52,30,82
24-03-2014,59,24,83
25-03-2014,52,26,78
26-03-2014,55,33,88
27-03-2014,53,29,82
28-03-2014,44,30,74
29-03-2014,50,27,77
30-03-2014,48,42,90
31-03-2014,61,32,93
01-04-2014,59,44,103
02-04-2014,35,35,70
03-04-2014,48,35,83
04-04-2014,33,35,68
05-04-2014,54,37,91
06-04-2014,56,31,87
07-04-2014,54,30,84
08-04-2014,51,28,79
09-04-2014,51,43,94
10-04-2014,63,37,100
11-04-2014,59,33,92
12-04-2014,52,26,78
13-04-2014,49,34,83
14-04-2014,50,30,80
15-04-2014,57,32,89
16-04-2014,51,30,81
17-04-2014,67,33,100
18-04-2014,37,33,70
19-04-2014,45,31,76
20-04-2014,54,28,82
21-04-2014,59,34,93
22-04-2014,51,29,80
23-04-2014,60,31,91
24-04-2014,47,37,84
25-04-2014,65,32,97
26-04-2014,60,47,107
27-04-2014,50,31,81
28-04-2014,38,33,71
29-04-2014,48,50,98
30-04-2014,61,36,97
01-05-2014,76,44,120
02-05-2014,54,42,96
03-05-2014,60,34,94
04-05-2014,42,37,79
05-05-2014,65,32,97
06-05-2014,56,27,83
07-05-2014,48,36,84
08-05-2014,61,38,99
09-05-2014,51,30,81
10-05-2014,43,38,81
11-05-2014,45,29,74
12-05-2014,63,26,89
13-05-2014,58,31,89
14-05-2014,55,35,90
15-05-2014,50,33,83
16-05-2014,46,44,90
17-05-2014,46,42,88
18-05-2014,52,22,74
19-05-2014,59,43,102
20-05-2014,59,31,90
21-05-2014,50,29,79
22-05-2014,49,28,77
23-05-2014,55,39,94
24-05-2014,45,26,71
25-05-2014,46,32,78
26-05-2014,50,39,89
27-05-2014,59,28,87
28-05-2014,53,30,83
29-05-2014,62,26,88
30-05-2014,61,40,101
31-05-2014,62,30,92
01-06-2014,42,32,74
02-06-2014,56,28,84
03-06-2014,40,36,76
04-06-2014,60,29,89
05-06-2014,61,33,94
06-06-2014,63,42,105
07-06-2014,84,60,144
08-06-2014,77,49,126
09-06-2014,82,65,147
10-06-2014,76,44,120
11-06-2014,98,41,139
12-06-2014,51,54,105
13-06-2014,56,32,88
14-06-2014,52,30,82
15-06-2014,44,32,76
16-06-2014,63,25,88
17-06-2014,59,22,81
18-06-2014,71,36,107
19-06-2014,60,35,95
20-06-2014,66,34,100
21-06-2014,73,41,114
22-06-2014,50,29,79
23-06-2014,47,37,84
24-06-2014,50,21,71
25-06-2014,50,28,78
26-06-2014,49,31,80
27-06-2014,42,22,64
28-06-2014,64,32,96
29-06-2014,37,30,67
30-06-2014,52,30,82
01-07-2014,51,35,86
02-07-2014,49,29,78
03-07-2014,50,28,78
04-07-2014,47,23,70
05-07-2014,49,28,77
06-07-2014,65,24,89
07-07-2014,54,50,104
08-07-2014,47,37,84
09-07-2014,51,27,78
10-07-2014,57,33,90
11-07-2014,69,34,103
12-07-2014,68,27,95
13-07-2014,62,46,108
14-07-2014,43,26,69
15-07-2014,56,24,80
16-07-2014,48,32,80
17-07-2014,54,28,82
18-07-2014,67,33,100
19-07-2014,54,37,91
20-07-2014,44,32,76
21-07-2014,55,35,90
22-07-2014,62,26,88
23-07-2014,42,34,76
24-07-2014,45,30,75
25-07-2014,53,42,95
26-07-2014,62,39,101
27-07-2014,58,34,92
28-07-2014,51,45,96
29-07-2014,53,35,88
30-07-2014,61,40,101
31-07-2014,63,39,102
01-08-2014,64,38,102
02-08-2014,64,33,97
03-08-2014,52,37,89
04-08-2014,61,31,92
05-08-2014,46,29,75
06-08-2014,41,37,78
07-08-2014,44,29,73
08-08-2014,54,31,85
09-08-2014,66,33,99
10-08-2014,48,32,80
11-08-2014,46,29,75
12-08-2014,55,31,86
13-08-2014,62,42,104
14-08-2014,53,25,78
15-08-2014,53,35,88
16-08-2014,58,25,83
17-08-2014,55,33,88
18-08-2014,58,32,90
19-08-2014,49,40,89
20-08-2014,57,44,101
21-08-2014,54,38,92
22-08-2014,57,34,91
23-08-2014,60,36,96
24-08-2014,60,42,102
25-08-2014,59,45,104
26-08-2014,74,32,106
27-08-2014,54,34,88
28-08-2014,54,33,87
29-08-2014,58,26,84
30-08-2014,62,31,93
31-08-2014,47,41,88
01-09-2014,46,23,69
02-09-2014,65,38,103
03-09-2014,60,35,95
04-09-2014,57,21,78
05-09-2014,40,23,63
06-09-2014,50,19,69
07-09-2014,53,25,78
08-09-2014,44,32,76
09-09-2014,48,29,77
10-09-2014,57,28,85
11-09-2014,45,36,81
12-09-2014,46,24,70
13-09-2014,56,38,94
14-09-2014,44,31,75
15-09-2014,38,35,73
16-09-2014,53,40,93
17-09-2014,46,36,82
18-09-2014,58,36,94
19-09-2014,49,32,81
20-09-2014,49,27,76
21-09-2014,53,26,79
22-09-2014,59,30,89
23-09-2014,53,38,91
24-09-2014,53,31,84
25-09-2014,53,27,80
26-09-2014,46,32,78
27-09-2014,53,36,89
28-09-2014,48,34,82
29-09-2014,45,26,71
30-09-2014,56,35,91
01-10-2014,49,34,83
02-10-2014,61,26,87
03-10-2014,43,34,77
04-10-2014,51,35,86
05-10-2014,58,42,100
06-10-2014,62,35,97
07-10-2014,51,33,84
08-10-2014,50,26,76
09-10-2014,54,37,91
10-10-2014,43,20,63
11-10-2014,46,34,80
12-10-2014,63,19,82
13-10-2014,45,23,68
14-10-2014,40,29,69
15-10-2014,39,35,74
16-10-2014,58,29,87
17-10-2014,49,21,70
18-10-2014,43,40,83
19-10-2014,51,22,73
20-10-2014,52,38,90
21-10-2014,47,29,76
22-10-2014,49,41,90
23-10-2014,62,21,83
24-10-2014,67,40,107
25-10-2014,65,39,104
26-10-2014,52,31,83
27-10-2014,66,45,111
28-10-2014,62,38,100
29-10-2014,71,30,101
30-10-2014,49,30,79
31-10-2014,65,34,99
01-11-2014,60,30,90
02-11-2014,54,32,86
03-11-2014,64,40,104
04-11-2014,61,32,93
05-11-2014,75,26,101
06-11-2014,59,20,79
07-11-2014,64,39,103
08-11-2014,54,40,94
09-11-2014,46,39,85
10-11-2014,52,32,84
11-11-2014,64,33,97
12-11-2014,48,31,79
13-11-2014,44,27,71
14-11-2014,61,29,90
15-11-2014,59,36,95
16-11-2014,65,39,104
17-11-2014,65,51,116
18-11-2014,58,39,97
19-11-2014,69,26,95
20-11-2014,60,30,90
21-11-2014,64,46,110
22-11-2014,78,38,116
23-11-2014,59,34,93
24-11-2014,64,39,103
25-11-2014,36,33,69
26-11-2014,62,38,100
27-11-2014,70,46,116
28-11-2014,73,41,114
29-11-2014,62,39,101
30-11-2014,53,40,93
01-12-2014,59,40,99
02-12-2014,74,35,109
03-12-2014,69,36,105
04-12-2014,74,26,100
05-12-2014,64,48,112
06-12-2014,54,41,95
07-12-2014,59,34,93
08-12-2014,46,50,96
09-12-2014,50,43,93
10-12-2014,71,47,118
11-12-2014,81,34,115
12-12-2014,64,42,106
13-12-2014,69,41,110
14-12-2014,61,46,107
15-12-2014,57,25,82
16-12-2014,69,45,114
17-12-2014,50,33,83
18-12-2014,62,28,90
19-12-2014,73,40,113
20-12-2014,74,51,125
21-12-2014,50,42,92
22-12-2014,73,51,124
23-12-2014,65,45,110
24-12-2014,75,49,124
25-12-2014,62,42,104
26-12-2014,71,53,124
27-12-2014,61,49,110
28-12-2014,81,43,124
29-12-2014,71,39,110
30-12-2014,84,47,131
31-12-2014,86,46,132
01-01-2015,81,55,136
02-01-2015,70,48,118
03-01-2015,54,42,96
04-01-2015,75,48,123
05-01-2015,66,57,123
06-01-2015,68,36,104
07-01-2015,56,44,100
08-01-2015,68,48,116
09-01-2015,76,55,131
10-01-2015,70,47,117
11-01-2015,67,34,101
12-01-2015,78,46,124
13-01-2015,72,49,121
14-01-2015,61,51,112
15-01-2015,77,39,116
16-01-2015,79,57,136
17-01-2015,71,47,118
18-01-2015,65,56,121
19-01-2015,91,42,133
20-01-2015,64,40,104
21-01-2015,68,33,101
22-01-2015,59,47,106
23-01-2015,57,38,95
24-01-2015,53,45,98
25-01-2015,54,36,90
26-01-2015,65,34,99
27-01-2015,70,54,124
28-01-2015,54,41,95
29-01-2015,66,40,106
30-01-2015,70,63,133
31-01-2015,87,53,140
01-02-2015,69,49,118
02-02-2015,69,45,114
03-02-2015,74,44,118
04-02-2015,72,57,129
05-02-2015,69,53,122
06-02-2015,90,56,146
07-02-2015,73,52,125
08-02-2015,68,46,114
09-02-2015,75,45,120
10-02-2015,67,48,115
11-02-2015,75,43,118
12-02-2015,87,48,135
13-02-2015,93,41,134
14-02-2015,82,43,125
15-02-2015,74,58,132
16-02-2015,83,53,136
17-02-2015,67,46,113
18-02-2015,73,35,108
19-02-2015,83,43,126
20-02-2015,72,44,116
21-02-2015,73,44,117
22-02-2015,69,39,108
23-02-2015,66,41,107
24-02-2015,69,52,121
25-02-2015,68,50,118
26-02-2015,76,51,127
27-02-2015,62,34,96
28-02-2015,65,41,106
01-03-2015,72,43,115
02-03-2015,60,39,99
03-03-2015,79,38,117
04-03-2015,56,37,93
05-03-2015,71,41,112
06-03-2015,65,43,108
07-03-2015,70,42,112
08-03-2015,57,36,93
09-03-2015,56,33,89
10-03-2015,71,38,109
11-03-2015,50,37,87
12-03-2015,76,44,120
13-03-2015,64,35,99
14-03-2015,56,32,88
15-03-2015,61,35,96
16-03-2015,63,24,87
17-03-2015,62,47,109
18-03-2015,53,37,90
19-03-2015,49,40,89
20-03-2015,60,38,98
21-03-2015,80,32,112
22-03-2015,63,42,105
23-03-2015,53,32,85
24-03-2015,57,46,103
25-03-2015,65,32,97
26-03-2015,51,36,87
27-03-2015,63,31,94
28-03-2015,44,38,82
29-03-2015,53,36,89
30-03-2015,66,27,93
31-03-2015,43,28,71
01-04-2015,52,40,92
02-04-2015,45,28,73
03-04-2015,52,27,79
04-04-2015,39,27,66
05-04-2015,55,30,85
06-04-2015,54,31,85
07-04-2015,39,28,67
08-04-2015,52,33,85
09-04-2015,53,39,92
10-04-2015,52,36,88
11-04-2015,36,31,67
12-04-2015,46,31,77
13-04-2015,54,40,94
14-04-2015,50,34,84
15-04-2015,55,31,86
16-04-2015,43,39,82
17-04-2015,47,27,74
18-04-2015,65,32,97
19-04-2015,56,39,95
20-04-2015,54,45,99
21-04-2015,62,32,94
22-04-2015,55,40,95
23-04-2015,50,26,76
24-04-2015,49,32,81
25-04-2015,48,30,78
26-04-2015,36,24,60
27-04-2015,64,30,94
28-04-2015,47,39,86
29-04-2015,43,47,90
30-04-2015,52,29,81
01-05-2015,59,31,90
02-05-2015,53,25,78
03-05-2015,52,38,90
04-05-2015,47,42,89
05-05-2015,56,27,83
06-05-2015,57,50,107
07-05-2015,41,38,79
08-05-2015,52,34,86
09-05-2015,60,37,97
10-05-2015,64,37,101
11-05-2015,61,38,99
12-05-2015,50,45,95
13-05-2015,47,24,71
14-05-2015,43,27,70
15-05-2015,48,28,76
16-05-2015,38,36,74
17-05-2015,43,24,67
18-05-2015,57,34,91
19-05-2015,56,31,87
20-05-2015,45,31,76
21-05-2015,47,28,75
22-05-2015,33,36,69
23-05-2015,45,38,83
24-05-2015,45,32,77
25-05-2015,74,39,113
26-05-2015,61,46,107
27-05-2015,48,37,85
28-05-2015,56,40,96
29-05-2015,50,28,78
30-05-2015,59,39,98
31-05-2015,51,25,76
01-06-2015,50,28,78
02-06-2015,37,20,57
03-06-2015,50,28,78
04-06-2015,45,27,72
05-06-2015,56,31,87
06-06-2015,67,32,99
07-06-2015,54,35,89
08-06-2015,46,28,74
09-06-2015,58,30,88
10-06-2015,63,32,95
11-06-2015,51,41,92
12-06-2015,43,33,76
13-06-2015,53,31,84
14-06-2015,47,28,75
15-06-2015,61,24,85
16-06-2015,54,26,80
17-06-2015,34,31,65
18-06-2015,48,32,80
19-06-2015,48,29,77
20-06-2015,42,22,64
21-06-2015,44,20,64
22-06-2015,42,35,77
23-06-2015,45,18,63
24-06-2015,40,20,60
25-06-2015,36,42,78
26-06-2015,37,23,60
27-06-2015,45,21,66
28-06-2015,56,31,87
29-06-2015,39,27,66
30-06-2015,51,26,77
01-07-2015,50,27,77
02-07-2015,51,27,78
03-07-2015,54,34,88
04-07-2015,49,38,87
05-07-2015,54,28,82
06-07-2015,54,28,82
07-07-2015,56,26,82
08-07-2015,35,41,76
09-07-2015,47,27,74
10-07-2015,38,29,67
11-07-2015,39,22,61
12-07-2015,47,35,82
13-07-2015,48,37,85
14-07-2015,54,25,79
15-07-2015,53,37,90
16-07-2015,47,26,73
17-07-2015,45,33,78
18-07-2015,42,40,82
19-07-2015,40,28,68
20-07-2015,46,43,89
21-07-2015,50,24,74
22-07-2015,47,21,68
23-07-2015,49,16,65
24-07-2015,50,36,86
25-07-2015,51,38,89
26-07-2015,58,33,91
27-07-2015,46,27,73
28-07-2015,46,25,71
29-07-2015,40,24,64
30-07-2015,46,39,85
31-07-2015,49,37,86
01-08-2015,49,31,80
02-08-2015,41,37,78
03-08-2015,58,29,87
04-08-2015,52,22,74
05-08-2015,56,36,92
06-08-2015,37,29,66
07-08-2015,49,29,78
08-08-2015,49,30,79
09-08-2015,64,37,101
10-08-2015,61,25,86
11-08-2015,37,28,65
12-08-2015,56,33,89
13-08-2015,50,37,87
14-08-2015,57,31,88
15-08-2015,56,34,90
16-08-2015,51,34,85
17-08-2015,63,32,95
18-08-2015,67,41,108
19-08-2015,54,41,95
20-08-2015,54,31,85
21-08-2015,47,32,79
22-08-2015,67,33,100
23-08-2015,58,32,90
24-08-2015,65,27,92
25-08-2015,53,43,96
26-08-2015,59,37,96
27-08-2015,62,35,97
28-08-2015,73,44,117
29-08-2015,51,33,84
30-08-2015,59,36,95
31-08-2015,76,39,115
01-09-2015,73,48,121
02-09-2015,59,37,96
03-09-2015,45,40,85
04-09-2015,58,44,102
05-09-2015,71,54,125
06-09-2015,61,44,105
07-09-2015,67,48,115
08-09-2015,64,33,97
09-09-2015,56,45,101
10-09-2015,56,48,104
11-09-2015,68,47,115
12-09-2015,76,46,122
13-09-2015,68,40,108
14-09-2015,55,42,97
15-09-2015,59,44,103
16-09-2015,83,40,123
17-09-2015,66,37,103
18-09-2015,52,48,100
19-09-2015,45,44,89
20-09-2015,77,45,122
21-09-2015,60,36,96
22-09-2015,67,33,100
23-09-2015,56,31,87
24-09-2015,48,46,94
25-09-2015,41,39,80
26-09-2015,44,47,91
27-09-2015,49,50,99
28-09-2015,39,28,67
29-09-2015,55,35,90
30-09-2015,53,34,87
01-10-2015,58,42,100
02-10-2015,64,32,96
03-10-2015,53,30,83
04-10-2015,63,35,98
05-10-2015,57,39,96
06-10-2015,70,39,109
07-10-2015,67,46,113
08-10-2015,43,27,70
09-10-2015,47,38,85
10-10-2015,55,30,85
11-10-2015,50,35,85
12-10-2015,57,41,98
13-10-2015,61,34,95
14-10-2015,43,27,70
15-10-2015,45,39,84
16-10-2015,54,26,80
17-10-2015,38,30,68
18-10-2015,58,22,80
19-10-2015,46,29,75
20-10-2015,53,37,90
21-10-2015,56,25,81
22-10-2015,59,33,92
23-10-2015,52,38,90
24-10-2015,64,34,98
25-10-2015,53,34,87
26-10-2015,71,40,111
27-10-2015,48,35,83
28-10-2015,73,29,102
29-10-2015,55,25,80
30-10-2015,68,28,96
31-10-2015,61,25,86
01-11-2015,66,35,101
02-11-2015,66,57,123
03-11-2015,69,36,105
04-11-2015,52,41,93
05-11-2015,53,35,88
06-11-2015,58,35,93
07-11-2015,59,31,90
08-11-2015,49,40,89
09-11-2015,73,46,119
10-11-2015,58,35,93
11-11-2015,55,42,97
12-11-2015,60,32,92
13-11-2015,48,36,84
14-11-2015,50,37,87
15-11-2015,66,38,104
16-11-2015,49,43,92
17-11-2015,64,38,102
18-11-2015,82,46,128
19-11-2015,61,33,94
20-11-2015,57,43,100
21-11-2015,53,37,90
